排行類型,名次,名稱,代號,股價,漲跌,漲跌幅(%),最高,最低,成交量(千股),成交金額(億日圓)
成交量排行,34,川崎重工業,70120,2779.5,33.0,1.20%,2838.0,2722.0,12266,340.9557
成交量排行,35,ＴＤＫ,67620,3389.0,7.0,0.21%,3460.0,3359.0,12263,415.5931
成交量排行,36,日立製作所,65010,4700.0,-58.0,-1.22%,4768.0,4686.0,11624,546.3703
成交量排行,37,住友商事,80530,1555.5,-10.0,-0.64%,1569.0,1547.0,11196,174.1662
成交量排行,38,三井住友フィナンシャルグループ,83160,6814.0,-2.0,-0.03%,6918.0,6772.0,10340,704.6017
成交量排行,39,ＬＩＮＥヤフー,46890,445.4,-1.2,-0.27%,448.5,441.8,9685,43.1401
成交量排行,40,パナソニック　ホールディングス,67520,4480.0,25.0,0.56%,4602.0,4476.0,9336,418.2842
成交量排行,41,パン・パシフィック・インターナショナルホールディングス,75320,850.4,-20.5,-2.35%,867.6,848.9,9319,79.2488
成交量排行,42,ローツェ,63230,4655.0,69.0,1.50%,5121.0,4593.0,9136,425.2855
成交量排行,43,アサヒグループホールディングス,25020,1581.0,-45.5,-2.80%,1625.0,1578.5,9040,142.935
成交量排行,44,ＩＨＩ,70130,2810.5,-2.5,-0.09%,2852.0,2770.0,8812,247.6641
成交量排行,45,住友化学,40050,537.2,-1.3,-0.24%,548.7,535.4,8749,47.0045
成交量排行,46,野村ホールディングス,86040,1543.0,17.0,1.11%,1554.0,1523.0,8748,134.9955
成交量排行,47,第一ライフグループ,87500,1861.0,-16.0,-0.85%,1901.5,1845.0,8649,160.9653
成交量排行,48,信越化学工業,40630,7320.0,310.0,4.42%,7403.0,7216.0,8345,610.9052
成交量排行,49,スズキ,72690,2036.0,8.5,0.42%,2042.0,2001.0,8264,168.2652
成交量排行,50,ＫＤＤＩ,94330,2790.5,-14.5,-0.52%,2821.0,2778.0,8258,230.4395
成交量排行,51,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,10840.0,30.0,0.28%,11120.0,10595.0,7837,849.585
成交量排行,52,三井物産,80310,4556.0,-58.0,-1.26%,4601.0,4531.0,7428,338.4242
成交量排行,53,みずほフィナンシャルグループ,84110,8307.0,93.0,1.13%,8440.0,8229.0,7342,609.9664
成交量排行,54,りそなホールディングス,83080,2335.5,-29.0,-1.23%,2391.5,2316.5,7334,171.3066
成交量排行,55,アドバンテスト,68570,29830.0,670.0,2.30%,30580.0,29640.0,7330,2186.8075
成交量排行,56,三菱商事,80580,4409.0,-2.0,-0.05%,4444.0,4361.0,7058,311.1872
成交量排行,57,ビート・ホールディングス・リミテッド（貝徳控股有限公司）,93990,18.0,3.0,20.00%,18.0,15.0,7045,1.2681
成交量排行,58,任天堂,79740,7030.0,-90.0,-1.26%,7100.0,7004.0,6895,484.7466
成交量排行,59,東京海上ホールディングス,87660,7609.0,-261.0,-3.32%,7887.0,7569.0,6868,522.6546
成交量排行,60,三井不動産,88010,1511.0,-11.0,-0.72%,1519.0,1504.5,6529,98.6532
成交量排行,61,イビデン,40620,20300.0,780.0,4.00%,20670.0,19945.0,6297,1278.4534
成交量排行,62,京セラ,69710,3720.0,-6.0,-0.16%,3827.0,3713.0,6099,226.9088
成交量排行,63,ファナック,69540,7156.0,305.0,4.45%,7239.0,7037.0,6055,433.3316
成交量排行,64,第一三共,45680,2730.5,-2.5,-0.09%,2754.5,2697.0,6031,164.6792
成交量排行,65,アステラス製薬,45030,2142.0,4.5,0.21%,2176.0,2126.0,5971,127.901
成交量排行,66,良品計画,74530,3623.0,-129.0,-3.44%,3714.0,3614.0,5949,215.5395
成交量排行,67,安川電機,65060,6972.0,156.0,2.29%,7225.0,6900.0,5898,411.2295
成交量排行,68,ＥＮＥＯＳホールディングス,50200,1252.0,-4.0,-0.32%,1258.5,1240.5,5866,73.4536
成交量排行,69,東レ,34020,1142.5,-3.5,-0.31%,1158.0,1137.0,5743,65.6241
成交量排行,70,ユニ・チャーム,81130,943.0,-18.0,-1.87%,956.5,935.0,5713,53.8821
成交量排行,71,ＵＴグループ,21460,179.0,2.0,1.13%,181.0,176.0,5672,10.1543
成交量排行,72,デンソー,69020,1933.5,5.5,0.29%,1958.5,1924.0,5592,108.1291
成交量排行,73,日本郵政,61780,2319.5,-41.0,-1.74%,2383.0,2218.0,5427,125.8862
成交量排行,74,日本電気,67010,4333.0,-53.0,-1.21%,4368.0,4306.0,5387,233.449
成交量排行,75,リクルートホールディングス,60980,12240.0,-265.0,-2.12%,12610.0,12105.0,5272,645.3907
成交量排行,76,大黒屋ホールディングス,69930,86.0,0.0,0.00%,87.0,84.0,5259,4.523
成交量排行,77,リガク・ホールディングス,268A0,2456.0,243.0,10.98%,2564.0,2222.0,5097,125.202
成交量排行,78,コニカミノルタ,49020,584.2,8.9,1.55%,588.5,569.0,5079,29.6721
成交量排行,79,西日本旅客鉄道,90210,2886.5,-19.5,-0.67%,2914.5,2875.0,5018,144.8677
成交量排行,80,パーソルホールディングス,21810,255.3,-1.9,-0.74%,257.9,254.3,5014,12.802
成交量排行,81,三菱ケミカルグループ,41880,1161.5,-6.0,-0.51%,1194.5,1156.5,4997,58.046
成交量排行,82,日本コークス工業,33150,93.0,3.0,3.33%,95.0,90.0,4976,4.6283
成交量排行,83,ローム,69630,5600.0,44.0,0.79%,5817.0,5583.0,4907,274.8312
成交量排行,84,ゆうちょ銀行,71820,3261.0,-28.0,-0.85%,3348.0,3254.0,4898,159.7368
成交量排行,85,ＳＨＩＦＴ,36970,676.5,-10.1,-1.47%,698.0,675.2,4762,32.2203
成交量排行,86,川崎汽船,91070,2526.5,-54.5,-2.11%,2581.5,2519.5,4638,117.1866
成交量排行,87,テルモ,45430,2189.0,-38.5,-1.73%,2265.0,2187.0,4601,100.7356
成交量排行,88,マツダ,72610,1117.5,11.5,1.04%,1130.0,1110.5,4573,51.1111
成交量排行,89,ヤマハ発動機,72720,1243.5,12.0,0.97%,1248.0,1229.0,4560,56.7123
成交量排行,90,大和証券グループ本社,86010,1768.5,29.0,1.67%,1781.0,1738.5,4541,80.3094
成交量排行,91,住友ファーマ,45060,1400.0,-32.5,-2.27%,1425.5,1391.5,4514,63.1974
成交量排行,92,ＳＢＩホールディングス,84730,2800.0,98.0,3.63%,2803.0,2715.0,4477,125.3616
成交量排行,93,富士通,67020,3347.0,-45.0,-1.33%,3384.0,3337.0,4375,146.4513
成交量排行,94,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4428.0,-77.0,-1.71%,4505.0,4413.0,4374,193.7029
成交量排行,95,ＪＦＥホールディングス,54110,1623.0,3.0,0.19%,1627.0,1609.0,4298,69.7711
成交量排行,96,ｅｎｉｓｈ,36670,30.0,0.0,0.00%,31.0,29.0,4287,1.2862
成交量排行,97,オリエンタルランド,46610,2615.0,12.0,0.46%,2627.5,2581.5,4206,109.9895
成交量排行,98,芝浦メカトロニクス,65900,5790.0,490.0,9.25%,6090.0,5310.0,4201,243.2437
成交量排行,99,日本ペイントホールディングス,46120,1076.5,-3.0,-0.28%,1103.5,1073.5,4133,44.4971
成交量排行,100,キリンホールディングス,25030,2837.0,-83.5,-2.86%,2915.0,2820.5,4048,114.8588
漲幅排行,1,ＭＯＲＥＳＣＯ,50180,2320.0,400.0,20.83%,2320.0,2320.0,37,0.877
漲幅排行,2,ビート・ホールディングス・リミテッド（貝徳控股有限公司）,93990,18.0,3.0,20.00%,18.0,15.0,7045,1.2681
漲幅排行,3,北川精機,63270,6130.0,1000.0,19.49%,6130.0,5330.0,1057,64.8002
漲幅排行,4,ＡＩメカテック,62270,6790.0,1000.0,17.27%,6790.0,6790.0,69,4.7394
漲幅排行,5,ＳＵＭＣＯ,34360,5244.0,700.0,15.40%,5244.0,4790.0,19215,1007.6346
漲幅排行,6,リベルタ,49350,365.0,43.0,13.35%,375.0,329.0,12750,46.5393
漲幅排行,7,アトラエ,61940,805.0,90.0,12.59%,819.0,720.0,1276,10.2718
漲幅排行,8,愛眼,98540,318.0,34.0,11.97%,323.0,287.0,652,2.0743
漲幅排行,9,ＪＰＭＣ,32760,1587.0,168.0,11.84%,1610.0,1414.0,395,6.2734
漲幅排行,10,リガク・ホールディングス,268A0,2456.0,243.0,10.98%,2564.0,2222.0,5097,125.202
漲幅排行,11,太洋物産,99410,1549.0,151.0,10.80%,1580.0,1417.0,191,2.9632
漲幅排行,12,ソフトバンクグループ,99840,6370.0,613.0,10.65%,6556.0,6004.0,72262,4603.0894
漲幅排行,13,タツモ,62660,5210.0,500.0,10.62%,5410.0,5050.0,661,34.4746
漲幅排行,14,サムコ,63870,12980.0,1150.0,9.72%,13950.0,12280.0,190,24.662
漲幅排行,15,東京衡機,77190,455.0,40.0,9.64%,483.0,420.0,505,2.2996
漲幅排行,16,川崎地質,46730,5010.0,440.0,9.63%,5230.0,4555.0,37,1.8888
漲幅排行,17,石井表記,63360,2003.0,174.0,9.51%,2142.0,1825.0,520,10.4156
漲幅排行,18,ユシロ,50130,3355.0,290.0,9.46%,3395.0,3145.0,105,3.5429
漲幅排行,19,三菱自動車工業,72110,361.8,31.2,9.44%,386.6,350.0,63040,228.082
漲幅排行,20,ユニオンツール,62780,20970.0,1790.0,9.33%,21880.0,19580.0,466,97.7202
漲幅排行,21,芝浦メカトロニクス,65900,5790.0,490.0,9.25%,6090.0,5310.0,4201,243.2437
漲幅排行,22,フェローテック,68900,9090.0,760.0,9.12%,9150.0,8690.0,1429,129.9416
漲幅排行,23,倉元製作所,52160,158.0,13.0,8.97%,162.0,146.0,591,0.9347
漲幅排行,24,ミライアル,42380,1830.0,150.0,8.93%,1859.0,1694.0,110,2.0167
漲幅排行,25,セルソース,48800,347.0,28.0,8.78%,348.0,318.0,93,0.3238
漲幅排行,26,エアトリ,61910,870.0,70.0,8.75%,879.0,844.0,313,2.7275
漲幅排行,27,ＲｅＹｕｕ　Ｊａｐａｎ,94250,253.0,20.0,8.58%,259.0,220.0,1850,4.6815
漲幅排行,28,クリーク・アンド・リバー社,47630,1448.0,114.0,8.55%,1475.0,1407.0,376,5.4474
漲幅排行,29,ラサ工業,40220,1945.0,151.0,8.42%,2017.0,1889.0,1642,31.9408
漲幅排行,30,山一電機,69410,9230.0,710.0,8.33%,9650.0,9080.0,417,38.5445
漲幅排行,31,サンコール,59850,1569.0,120.0,8.28%,1600.0,1492.0,860,13.5075
漲幅排行,32,乃村工藝社,97160,1183.0,90.0,8.23%,1199.0,1137.0,1286,15.2157
漲幅排行,33,日本エム・ディ・エム,76000,944.0,70.0,8.01%,949.0,874.0,413,3.8997
漲幅排行,34,日本電子,69510,7874.0,565.0,7.73%,7890.0,7510.0,350,27.5747
漲幅排行,35,フルヤ金属,78260,7390.0,520.0,7.57%,7520.0,7040.0,473,34.9547
漲幅排行,36,住友電気工業,58020,2582.0,181.0,7.54%,2624.0,2525.0,28403,733.3732
漲幅排行,37,サイバーステップホールディングス,38100,201.0,14.0,7.49%,202.0,185.0,1093,2.1985
漲幅排行,38,アールシーコア,78370,365.0,25.0,7.35%,395.0,350.0,103,0.3785
漲幅排行,39,ラピーヌ,81430,151.0,10.0,7.09%,153.0,142.0,38,0.0587
漲幅排行,40,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,23150,61.0,4.0,7.02%,61.0,56.0,3377,2.0602
漲幅排行,41,ソシオネクスト,65260,2850.0,186.5,7.00%,2937.5,2730.0,12771,363.9991
漲幅排行,42,ソディック,61430,1900.0,124.0,6.98%,1940.0,1825.0,623,11.8389
漲幅排行,43,ブイ・テクノロジー,77170,7050.0,460.0,6.98%,7410.0,6870.0,582,41.0662
漲幅排行,44,ｕｎｂａｎｋｅｄ,87460,110.0,7.0,6.80%,111.0,100.0,247,0.2719
漲幅排行,45,平田機工,62580,3075.0,193.0,6.70%,3165.0,3030.0,365,11.2484
漲幅排行,46,日本電波工業,67790,3345.0,210.0,6.70%,3495.0,3195.0,1083,36.233
漲幅排行,47,アピリッツ,41740,735.0,46.0,6.68%,770.0,695.0,132,0.9717
漲幅排行,48,アルバック,67280,9994.0,616.0,6.57%,10240.0,9694.0,576,57.6154
漲幅排行,49,野村マイクロ・サイエンス,62540,4625.0,285.0,6.57%,4730.0,4510.0,826,38.2071
漲幅排行,50,ジーエルテクノホールディングス,255A0,6190.0,380.0,6.54%,6300.0,5950.0,74,4.6177
漲幅排行,51,ソフトマックス,36710,327.0,20.0,6.51%,332.0,312.0,144,0.4722
漲幅排行,52,シキノハイテック,66140,958.0,58.0,6.44%,985.0,929.0,48,0.4646
漲幅排行,53,東邦亜鉛,57070,831.0,49.0,6.27%,842.0,789.0,318,2.6467
漲幅排行,54,岡本工作機械製作所,61250,5450.0,320.0,6.24%,5550.0,5210.0,117,6.4256
漲幅排行,55,ＦＵＪＩ,61340,8248.0,478.0,6.15%,8474.0,8020.0,827,68.2192
漲幅排行,56,日本エアーテック,62910,1350.0,78.0,6.13%,1355.0,1289.0,110,1.4958
漲幅排行,57,テクノホライゾン,66290,1041.0,60.0,6.12%,1056.0,1009.0,328,3.4207
漲幅排行,58,前澤化成工業,79250,1926.0,111.0,6.12%,1951.0,1782.0,91,1.7623
漲幅排行,59,津田駒工業,62170,839.0,47.0,5.93%,846.0,782.0,124,1.0462
漲幅排行,60,ヒーハイスト,64330,1061.0,59.0,5.89%,1091.0,1003.0,138,1.4695
漲幅排行,61,フィックスターズ,36870,2329.0,128.0,5.82%,2367.0,2243.0,1017,23.6906
漲幅排行,62,ＡＩフュージョンキャピタルグループ,254A0,1299.0,71.0,5.78%,1315.0,1251.0,233,3.0293
漲幅排行,63,日本電子材料,68550,7330.0,400.0,5.77%,7650.0,7160.0,735,53.9195
漲幅排行,64,那須電機鉄工,59220,18770.0,1020.0,5.75%,18770.0,17810.0,1,0.244
漲幅排行,65,リミックスポイント,38250,204.0,11.0,5.70%,208.0,194.0,1313,2.6793
漲幅排行,66,トランスジェニックグループ,23420,226.0,12.0,5.61%,226.0,216.0,54,0.1229
漲幅排行,67,オークマ,61030,5080.0,265.0,5.50%,5140.0,4865.0,864,43.9318
漲幅排行,68,ファインデックス,36490,902.0,47.0,5.50%,906.0,862.0,186,1.684
漲幅排行,69,ＹＫＴ,26930,385.0,20.0,5.48%,390.0,365.0,201,0.775
漲幅排行,70,インターアクション,77250,1735.0,89.0,5.41%,1754.0,1680.0,134,2.3388
漲幅排行,71,ＣＫＤ,64070,7230.0,370.0,5.39%,7370.0,6960.0,786,56.8712
漲幅排行,72,日本精鉱,57290,1530.0,78.0,5.37%,1556.0,1477.0,39,0.5998
漲幅排行,73,アンビスホールディングス,70710,375.0,19.0,5.34%,378.0,359.0,303,1.1366
漲幅排行,74,ハイレックスコーポレーション,72790,2128.0,107.0,5.29%,2162.0,2104.0,100,2.128
漲幅排行,75,ＫＯＡ,69990,2617.0,131.0,5.27%,2692.0,2591.0,429,11.2452
漲幅排行,76,ツバキ・ナカシマ,64640,421.0,21.0,5.25%,438.0,405.0,867,3.6513
漲幅排行,77,武蔵精密工業,72200,3640.0,180.0,5.20%,3740.0,3515.0,1163,42.3623
漲幅排行,78,日本トムソン,64800,2076.0,102.0,5.17%,2136.0,2032.0,1243,25.8171
漲幅排行,79,四国化成ホールディングス,40990,3020.0,148.0,5.15%,3080.0,2960.0,379,11.4609
漲幅排行,80,古河電気工業,58010,3725.0,182.0,5.14%,3846.0,3719.0,16901,629.566
漲幅排行,81,シリコンスタジオ,39070,928.0,45.0,5.10%,950.0,890.0,87,0.8083
漲幅排行,82,有機合成薬品工業,45310,371.0,18.0,5.10%,377.0,354.0,178,0.6615
漲幅排行,83,ガーラ,47770,207.0,10.0,5.08%,209.0,197.0,171,0.3548
漲幅排行,84,堀場製作所,68560,27800.0,1340.0,5.06%,27965.0,27265.0,259,72.1966
漲幅排行,85,戸田工業,41000,1503.0,72.0,5.03%,1527.0,1457.0,62,0.9424
漲幅排行,86,スターツ出版,78490,3505.0,165.0,4.94%,3515.0,3350.0,4,0.1717
漲幅排行,87,ハーモニック・ドライブ・システムズ,63240,7880.0,370.0,4.93%,8200.0,7610.0,1638,129.0823
漲幅排行,88,ＳＭＣ,62730,75570.0,3550.0,4.93%,76440.0,73270.0,366,276.8885
漲幅排行,89,ＪＭＡＣＳ,58170,837.0,39.0,4.89%,857.0,811.0,161,1.3484
漲幅排行,90,マイポックス,53810,967.0,45.0,4.88%,975.0,924.0,170,1.6458
漲幅排行,91,クルーズ,21380,454.0,21.0,4.85%,454.0,425.0,51,0.2356
漲幅排行,92,日本化学工業,40920,4220.0,195.0,4.84%,4285.0,4125.0,206,8.6932
漲幅排行,93,マルマエ,62640,2215.0,102.0,4.83%,2277.0,2110.0,2372,52.5509
漲幅排行,94,地盤ネットホールディングス,60720,1048.0,48.0,4.80%,1066.0,986.0,680,7.1306
漲幅排行,95,ＰＩＬＬＡＲ,64900,10130.0,460.0,4.76%,10240.0,9970.0,132,13.3716
漲幅排行,96,サンリン,74860,794.0,36.0,4.75%,794.0,760.0,5,0.0413
漲幅排行,97,ジオマテック,69070,662.0,30.0,4.75%,665.0,639.0,23,0.1536
漲幅排行,98,アストマックス,71620,265.0,12.0,4.74%,265.0,250.0,123,0.3278
漲幅排行,99,ツガミ,61010,7810.0,350.0,4.69%,8080.0,7570.0,649,50.7259
漲幅排行,100,ＧＭＯインターネット,47840,514.0,23.0,4.68%,523.0,491.0,2018,10.3725
成交金額排行,1,キオクシアホールディングス,285A0,77000.0,-860.0,-1.10%,84050.0,75880.0,39973,30779.287
成交金額排行,2,ソフトバンクグループ,99840,6370.0,613.0,10.65%,6556.0,6004.0,72262,4603.0894
成交金額排行,3,村田製作所,69810,9860.0,385.0,4.06%,10085.0,9582.0,32667,3220.9859
成交金額排行,4,太陽誘電,69760,14730.0,50.0,0.34%,15365.0,14250.0,21279,3134.4409
成交金額排行,5,東京エレクトロン,80350,72940.0,1880.0,2.65%,74550.0,71610.0,3910,2852.3187
成交金額排行,6,フジクラ,58030,5150.0,212.0,4.29%,5437.0,5095.0,42643,2196.1145
成交金額排行,7,アドバンテスト,68570,29830.0,670.0,2.30%,30580.0,29640.0,7330,2186.8075
成交金額排行,8,ファーストリテイリング,99830,82110.0,-3060.0,-3.59%,86840.0,80800.0,2457,2017.9354
成交金額排行,9,イビデン,40620,20300.0,780.0,4.00%,20670.0,19945.0,6297,1278.4534
成交金額排行,10,三菱ＵＦＪフィナンシャル・グループ,83060,3461.0,47.0,1.38%,3478.0,3410.0,35147,1216.4446
成交金額排行,11,レーザーテック,69200,44380.0,1360.0,3.16%,45480.0,43470.0,2422,1074.8836
成交金額排行,12,ＳＵＭＣＯ,34360,5244.0,700.0,15.40%,5244.0,4790.0,19215,1007.6346
成交金額排行,13,ディスコ,61460,72560.0,1050.0,1.47%,73770.0,71620.0,1346,976.6576
成交金額排行,14,ＪＸ金属,50160,3962.0,92.0,2.38%,4024.0,3882.0,24382,966.0505
成交金額排行,15,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,10840.0,30.0,0.28%,11120.0,10595.0,7837,849.585
成交金額排行,16,トヨタ自動車,72030,2823.0,-1.0,-0.04%,2864.5,2817.5,26668,752.8376
成交金額排行,17,住友電気工業,58020,2582.0,181.0,7.54%,2624.0,2525.0,28403,733.3732
成交金額排行,18,豊田自動織機,62010,20450.0,0.0,0.00%,20470.0,20440.0,3446,704.7888
成交金額排行,19,三井住友フィナンシャルグループ,83160,6814.0,-2.0,-0.03%,6918.0,6772.0,10340,704.6017
成交金額排行,20,リクルートホールディングス,60980,12240.0,-265.0,-2.12%,12610.0,12105.0,5272,645.3907
成交金額排行,21,古河電気工業,58010,3725.0,182.0,5.14%,3846.0,3719.0,16901,629.566
成交金額排行,22,ルネサスエレクトロニクス,67230,4762.0,-55.0,-1.14%,4999.0,4742.0,13112,624.4315
成交金額排行,23,信越化学工業,40630,7320.0,310.0,4.42%,7403.0,7216.0,8345,610.9052
成交金額排行,24,みずほフィナンシャルグループ,84110,8307.0,93.0,1.13%,8440.0,8229.0,7342,609.9664
成交金額排行,25,キーエンス,68610,76970.0,1370.0,1.81%,77480.0,75860.0,760,584.972
成交金額排行,26,ソニーグループ,67580,3359.0,-50.0,-1.47%,3410.0,3337.0,17008,571.3256
成交金額排行,27,ＳＣＲＥＥＮホールディングス,77350,18150.0,400.0,2.25%,18530.0,17805.0,3056,554.7184
成交金額排行,28,日立製作所,65010,4700.0,-58.0,-1.22%,4768.0,4686.0,11624,546.3703
成交金額排行,29,三菱重工業,70110,3818.0,13.0,0.34%,3872.0,3783.0,14270,544.8401
成交金額排行,30,東京海上ホールディングス,87660,7609.0,-261.0,-3.32%,7887.0,7569.0,6868,522.6546
成交金額排行,31,任天堂,79740,7030.0,-90.0,-1.26%,7100.0,7004.0,6895,484.7466
成交金額排行,32,三井金属,57060,36460.0,1370.0,3.90%,37640.0,36120.0,1292,471.1361
成交金額排行,33,ファナック,69540,7156.0,305.0,4.45%,7239.0,7037.0,6055,433.3316
成交金額排行,34,ローツェ,63230,4655.0,69.0,1.50%,5121.0,4593.0,9136,425.2855
成交金額排行,35,パナソニック　ホールディングス,67520,4480.0,25.0,0.56%,4602.0,4476.0,9336,418.2842
成交金額排行,36,ＴＤＫ,67620,3389.0,7.0,0.21%,3460.0,3359.0,12263,415.5931
成交金額排行,37,安川電機,65060,6972.0,156.0,2.29%,7225.0,6900.0,5898,411.2295
成交金額排行,38,ソシオネクスト,65260,2850.0,186.5,7.00%,2937.5,2730.0,12771,363.9991
成交金額排行,39,セブン＆アイ・ホールディングス,33820,2021.5,-7.5,-0.37%,2025.5,1950.0,17044,344.5505
成交金額排行,40,川崎重工業,70120,2779.5,33.0,1.20%,2838.0,2722.0,12266,340.9557
成交金額排行,41,三井物産,80310,4556.0,-58.0,-1.26%,4601.0,4531.0,7428,338.4242
成交金額排行,42,伊藤忠商事,80010,1884.0,-7.5,-0.40%,1897.0,1872.0,17633,332.2227
成交金額排行,43,三菱商事,80580,4409.0,-2.0,-0.05%,4444.0,4361.0,7058,311.1872
成交金額排行,44,レゾナック・ホールディングス,40040,16150.0,400.0,2.54%,16435.0,15925.0,1814,292.961
成交金額排行,45,ＮＴＴ,94320,147.6,-1.4,-0.94%,149.1,147.6,197882,292.0746
成交金額排行,46,ＳＭＣ,62730,75570.0,3550.0,4.93%,76440.0,73270.0,366,276.8885
成交金額排行,47,ローム,69630,5600.0,44.0,0.79%,5817.0,5583.0,4907,274.8312
成交金額排行,48,ダイキン工業,63670,25110.0,-65.0,-0.26%,25620.0,25110.0,1080,271.2382
成交金額排行,49,ＨＯＹＡ,77410,24975.0,195.0,0.79%,25370.0,24795.0,992,247.9018
成交金額排行,50,ＩＨＩ,70130,2810.5,-2.5,-0.09%,2852.0,2770.0,8812,247.6641
成交金額排行,51,芝浦メカトロニクス,65900,5790.0,490.0,9.25%,6090.0,5310.0,4201,243.2437
成交金額排行,52,日本電気,67010,4333.0,-53.0,-1.21%,4368.0,4306.0,5387,233.449
成交金額排行,53,ＫＤＤＩ,94330,2790.5,-14.5,-0.52%,2821.0,2778.0,8258,230.4395
成交金額排行,54,三菱電機,65030,5827.0,44.0,0.76%,5910.0,5800.0,3949,230.1432
成交金額排行,55,三菱自動車工業,72110,361.8,31.2,9.44%,386.6,350.0,63040,228.082
成交金額排行,56,京セラ,69710,3720.0,-6.0,-0.16%,3827.0,3713.0,6099,226.9088
成交金額排行,57,小松製作所,63010,6395.0,0.0,0.00%,6441.0,6321.0,3505,224.1703
成交金額排行,58,日本たばこ産業,29140,6117.0,-69.0,-1.12%,6215.0,6105.0,3599,220.1569
成交金額排行,59,味の素,28020,5731.0,10.0,0.17%,5783.0,5633.0,3796,217.6003
成交金額排行,60,良品計画,74530,3623.0,-129.0,-3.44%,3714.0,3614.0,5949,215.5395
成交金額排行,61,サンリオ,81360,1142.5,12.0,1.06%,1167.5,1103.0,18591,212.4102
成交金額排行,62,ＳＯＭＰＯホールディングス,86300,6513.0,-132.0,-1.99%,6667.0,6488.0,3138,204.417
成交金額排行,63,日本マイクロニクス,68710,16700.0,350.0,2.14%,17330.0,16490.0,1221,204.0239
成交金額排行,64,中外製薬,45190,7389.0,30.0,0.41%,7420.0,7312.0,2663,196.7838
