排行類型,名次,名稱,代號,股價,漲跌,漲跌幅(%),最高,最低,成交量(千股),成交金額(億日圓)
成交量排行,93,住友ファーマ,45060,1284.5,-1.5,-0.12%,1284.5,1248.5,4242,54.4885
成交量排行,94,出光興産,50190,1333.5,8.5,0.64%,1352.0,1326.5,4190,55.875
成交量排行,95,ジャパンディスプレイ,67400,47.0,0.0,0.00%,47.0,46.0,4158,1.9544
成交量排行,96,リクルートホールディングス,60980,12055.0,-300.0,-2.43%,12120.0,11905.0,4119,496.6419
成交量排行,97,ヤマダホールディングス,98310,724.5,8.4,1.17%,727.9,711.5,4114,29.8059
成交量排行,98,住友ゴム工業,51100,2139.5,-107.5,-4.78%,2208.5,2130.0,3943,84.3626
成交量排行,99,川崎汽船,91070,2806.0,16.0,0.57%,2822.5,2761.0,3938,110.5087
成交量排行,100,ヤマハ発動機,72720,1278.0,-20.0,-1.54%,1287.5,1267.5,3938,50.3328
漲幅排行,1,三井松島ホールディングス,15180,2241.0,288.0,14.75%,2273.0,2185.0,3839,86.0499
漲幅排行,2,日本電技,17230,2510.0,318.0,14.51%,2546.0,2160.0,1004,25.2029
漲幅排行,3,プロレド・パートナーズ,70340,453.0,54.0,13.53%,475.0,394.0,297,1.3468
漲幅排行,4,ＫＯＡ,69990,2782.0,288.0,11.55%,2922.0,2606.0,7739,215.3101
漲幅排行,5,愛媛銀行,85410,2794.0,286.0,11.40%,2810.0,2540.0,2043,57.0842
漲幅排行,6,ＹＥ　ＤＩＧＩＴＡＬ,23540,1600.0,160.0,11.11%,1600.0,1298.0,5026,80.4224
漲幅排行,7,ランド,89180,11.0,1.0,10.00%,11.0,10.0,312167,34.3384
漲幅排行,8,オービックビジネスコンサルタント,47330,7638.0,623.0,8.88%,7732.0,7257.0,927,70.8348
漲幅排行,9,ＳＨＩＦＴ,36970,807.0,61.2,8.21%,807.0,746.9,9148,73.8268
漲幅排行,10,大黒屋ホールディングス,69930,83.0,6.0,7.79%,86.0,80.0,15842,13.1489
漲幅排行,11,ジーダット,38410,1289.0,90.0,7.51%,1335.0,1226.0,38,0.4898
漲幅排行,12,ビート・ホールディングス・リミテッド（貝徳控股有限公司）,93990,15.0,1.0,7.14%,15.0,14.0,643,0.0965
漲幅排行,13,大和,82470,301.0,20.0,7.12%,321.0,281.0,128,0.3853
漲幅排行,14,ミクロン精密,61590,1935.0,125.0,6.91%,1940.0,1813.0,4,0.0793
漲幅排行,15,東宝,96020,1446.5,88.0,6.48%,1449.0,1348.0,6841,98.9666
漲幅排行,16,テクノ菱和,19650,6570.0,380.0,6.14%,6650.0,5960.0,108,7.1547
漲幅排行,17,前澤化成工業,79250,1926.0,111.0,6.12%,1951.0,1782.0,91,1.7623
漲幅排行,18,ウェッズ,75510,731.0,41.0,5.94%,750.0,703.0,214,1.5695
漲幅排行,19,ジンズホールディングス,30460,6910.0,380.0,5.82%,6910.0,6600.0,374,25.8918
漲幅排行,20,マネーフォワード,39940,5407.0,291.0,5.69%,5453.0,5066.0,524,28.3381
漲幅排行,21,スプリックス,70300,1126.0,60.0,5.63%,1126.0,1062.0,27,0.304
漲幅排行,22,明海グループ,91150,891.0,46.0,5.44%,900.0,852.0,67,0.5988
漲幅排行,23,シリコンスタジオ,39070,1110.0,56.0,5.31%,1350.0,964.0,3169,35.1814
漲幅排行,24,サイバーステップホールディングス,38100,160.0,8.0,5.26%,162.0,146.0,951,1.5226
漲幅排行,25,ＫＯＺＯホールディングス,99730,21.0,1.0,5.00%,21.0,20.0,365,0.0766
漲幅排行,26,ナガホリ,81390,2136.0,97.0,4.76%,2163.0,2008.0,31,0.6686
漲幅排行,27,サンテック,19600,1540.0,70.0,4.76%,1540.0,1454.0,18,0.288
漲幅排行,28,ジャパンエンジンコーポレーション,60160,9360.0,420.0,4.70%,9490.0,8950.0,161,15.107
漲幅排行,29,ベイカレント,65320,6522.0,292.0,4.69%,6560.0,6262.0,1686,110.0001
漲幅排行,30,新東,53800,1099.0,49.0,4.67%,1099.0,1050.0,0,0.0033
漲幅排行,31,日本農薬,49970,1085.0,48.0,4.63%,1098.0,1055.0,550,5.9675
漲幅排行,32,オープンドア,39260,391.0,17.0,4.55%,401.0,374.0,114,0.4465
漲幅排行,33,四国銀行,83870,3465.0,150.0,4.52%,3470.0,3265.0,212,7.377
漲幅排行,34,秋田銀行,83430,7670.0,330.0,4.50%,7710.0,7250.0,134,10.2931
漲幅排行,35,守谷輸送機工業,62260,2611.0,106.0,4.23%,2625.0,2450.0,141,3.6893
漲幅排行,36,福井銀行,83620,6180.0,250.0,4.22%,6180.0,5820.0,70,4.3693
漲幅排行,37,阿波銀行,83880,8680.0,340.0,4.08%,8730.0,8240.0,157,13.6276
漲幅排行,38,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,24370,619.0,24.0,4.03%,640.0,593.0,95,0.5893
漲幅排行,39,リベルタ,49350,312.0,12.0,4.00%,328.0,289.0,5025,15.6796
漲幅排行,40,バリオセキュア,44940,680.0,26.0,3.98%,685.0,652.0,17,0.1156
漲幅排行,41,さいか屋,82540,265.0,10.0,3.92%,276.0,253.0,234,0.6209
漲幅排行,42,ウエストホールディングス,14070,2800.0,105.0,3.90%,2822.0,2616.0,667,18.7012
漲幅排行,43,ボードルア,44130,2934.0,110.0,3.90%,2965.0,2809.0,332,9.7555
漲幅排行,44,スターシーズ,30830,962.0,36.0,3.89%,974.0,902.0,286,2.759
漲幅排行,45,Ａｂａｌａｎｃｅ,38560,517.0,19.0,3.82%,543.0,502.0,663,3.4303
漲幅排行,46,インフォマート,24920,521.0,19.0,3.78%,523.0,492.0,2820,14.6953
漲幅排行,47,寺崎電気産業,66370,4075.0,145.0,3.69%,4075.0,3855.0,55,2.2616
漲幅排行,48,日本アビオニクス,69460,5360.0,190.0,3.68%,5480.0,5240.0,358,19.2049
漲幅排行,49,セガサミーホールディングス,64600,2520.0,89.0,3.66%,2533.0,2408.0,1303,32.8432
漲幅排行,50,ブックオフグループホールディングス,92780,2598.0,90.0,3.59%,2622.0,2496.0,215,5.6091
漲幅排行,51,インソース,62000,724.0,25.0,3.58%,730.0,704.0,1793,12.9878
漲幅排行,52,ブロンコビリー,30910,2540.0,87.0,3.55%,2573.0,2377.0,371,9.4361
漲幅排行,53,ヤシマキザイ,76770,2800.0,96.0,3.55%,2800.0,2800.0,0,0.0056
漲幅排行,54,放電精密加工研究所,64690,2710.0,91.0,3.47%,2768.0,2560.0,215,5.84
漲幅排行,55,オルトプラス,36720,30.0,1.0,3.45%,30.0,28.0,103,0.0311
漲幅排行,56,日本製麻,33060,805.0,26.0,3.34%,805.0,777.0,19,0.1586
漲幅排行,57,ナラサキ産業,80850,4365.0,140.0,3.31%,4365.0,4220.0,1,0.0829
漲幅排行,58,東名,44390,817.0,26.0,3.29%,817.0,792.0,8,0.067
漲幅排行,59,ゼット,81350,441.0,14.0,3.28%,441.0,423.0,17,0.0754
漲幅排行,60,前澤工業,64890,1719.0,54.0,3.24%,1745.0,1648.0,87,1.4972
漲幅排行,61,シナネンホールディングス,81320,7070.0,220.0,3.21%,7070.0,6950.0,4,0.2828
漲幅排行,62,山梨中央銀行,83600,7090.0,220.0,3.20%,7130.0,6760.0,168,11.975
漲幅排行,63,セブン＆アイ・ホールディングス,33820,2146.0,66.0,3.17%,2157.5,2066.5,10268,220.3534
漲幅排行,64,天龍製鋸,59450,2516.0,77.0,3.16%,2550.0,2451.0,24,0.6215
漲幅排行,65,エンプラス,69610,13150.0,400.0,3.14%,13360.0,12370.0,157,20.6455
漲幅排行,66,クオンタムソリューションズ,23380,132.0,4.0,3.12%,132.0,124.0,156,0.2067
漲幅排行,67,今村証券,71750,1720.0,52.0,3.12%,1720.0,1636.0,20,0.3543
漲幅排行,68,カチタス,89190,3310.0,100.0,3.12%,3310.0,3130.0,471,15.6067
漲幅排行,69,ヴィス,50710,1438.0,43.0,3.08%,1443.0,1385.0,2,0.0331
漲幅排行,70,ＴＤＣソフト,46870,1006.0,30.0,3.07%,1009.0,967.0,70,0.7092
漲幅排行,71,トレーディア,93650,1700.0,50.0,3.03%,1700.0,1655.0,2,0.0374
漲幅排行,72,サン電子,67360,9260.0,270.0,3.00%,9260.0,8870.0,12,1.1205
漲幅排行,73,東映,96050,5890.0,170.0,2.97%,5890.0,5680.0,50,2.9803
漲幅排行,74,東映アニメーション,48160,2708.0,78.0,2.97%,2723.0,2628.0,347,9.4103
漲幅排行,75,東邦ホールディングス,81290,4101.0,118.0,2.96%,4101.0,3943.0,169,6.9553
漲幅排行,76,吉野家ホールディングス,98610,3612.0,103.0,2.94%,3614.0,3488.0,450,16.2576
漲幅排行,77,不二ラテックス,51990,2038.0,58.0,2.93%,2038.0,2000.0,0,0.0041
漲幅排行,78,ＫＳＫ,96870,4610.0,130.0,2.90%,4630.0,4525.0,6,0.2904
漲幅排行,79,三井Ｅ＆Ｓ,70030,4877.0,137.0,2.89%,4907.0,4690.0,2277,111.0786
漲幅排行,80,東テク,99600,4090.0,115.0,2.89%,4140.0,3885.0,148,6.0818
漲幅排行,81,松竹,96010,11110.0,310.0,2.87%,11170.0,10800.0,40,4.5218
漲幅排行,82,レノバ,95190,1005.0,28.0,2.87%,1011.0,980.0,811,8.1546
漲幅排行,83,アクシージア,49360,360.0,10.0,2.86%,360.0,347.0,63,0.2293
漲幅排行,84,三井海洋開発,62690,10500.0,290.0,2.84%,10500.0,10185.0,738,77.574
漲幅排行,85,中外製薬,45190,7416.0,204.0,2.83%,7509.0,7229.0,2827,209.68
漲幅排行,86,ありがとうサービス,31770,4085.0,110.0,2.77%,4085.0,3990.0,0,0.0368
漲幅排行,87,ノジマ,74190,1439.0,38.0,2.71%,1445.0,1379.0,895,12.892
漲幅排行,88,高速,75040,3830.0,100.0,2.68%,3830.0,3715.0,44,1.7082
漲幅排行,89,ＩＧポート,37910,964.0,25.0,2.66%,972.0,932.0,244,2.3599
漲幅排行,90,ワークマン,75640,5810.0,150.0,2.65%,5880.0,5650.0,666,38.7236
漲幅排行,91,浅香工業,59620,1950.0,50.0,2.63%,1950.0,1940.0,0,0.0039
漲幅排行,92,武田薬品工業,45020,5648.0,143.0,2.60%,5648.0,5521.0,3633,205.1975
漲幅排行,93,ハピネス・アンド・ディ,31740,440.0,11.0,2.56%,463.0,433.0,24,0.1087
漲幅排行,94,パーカーコーポレーション,98450,1572.0,39.0,2.54%,1572.0,1505.0,8,0.1273
漲幅排行,95,島津製作所,77010,4164.0,101.0,2.49%,4208.0,4064.0,1092,45.5
漲幅排行,96,朝日工業社,19750,4125.0,100.0,2.48%,4165.0,3890.0,113,4.6901
漲幅排行,97,清水銀行,83640,2787.0,67.0,2.46%,2799.0,2670.0,31,0.8863
漲幅排行,98,アシードホールディングス,99590,1045.0,25.0,2.45%,1045.0,1030.0,5,0.0554
漲幅排行,99,Ｊｏｓｈｉｎ,81730,3770.0,90.0,2.45%,3770.0,3655.0,125,4.7238
漲幅排行,100,ヱスビー食品,28050,6300.0,150.0,2.44%,6470.0,6200.0,68,4.3155
成交金額排行,1,キオクシアホールディングス,285A0,56010.0,-5870.0,-9.49%,62690.0,55080.0,42385,23740.1185
成交金額排行,2,ディスコ,61460,60890.0,-8520.0,-12.27%,63020.0,59420.0,4862,2960.4718
成交金額排行,3,アドバンテスト,68570,28945.0,-1855.0,-6.02%,30270.0,28445.0,8849,2561.4299
成交金額排行,4,東京エレクトロン,80350,62660.0,-3290.0,-4.99%,65410.0,61210.0,3871,2426.1325
成交金額排行,5,ソフトバンクグループ,99840,5500.0,-418.0,-7.06%,5800.0,5411.0,43229,2377.606
成交金額排行,6,太陽誘電,69760,11415.0,-740.0,-6.09%,12250.0,10925.0,19227,2194.8305
成交金額排行,7,村田製作所,69810,8311.0,-227.0,-2.66%,8689.0,8030.0,22737,1889.7302
成交金額排行,8,イビデン,40620,17370.0,-705.0,-3.90%,18770.0,16825.0,9492,1648.8646
成交金額排行,9,三菱ＵＦＪフィナンシャル・グループ,83060,3754.0,4.0,0.11%,3774.0,3676.0,43056,1616.341
成交金額排行,10,フジクラ,58030,4593.0,-134.0,-2.83%,4740.0,4511.0,28103,1290.7754
成交金額排行,11,レーザーテック,69200,43170.0,-1960.0,-4.34%,45500.0,42630.0,2812,1214.1994
成交金額排行,12,みずほフィナンシャルグループ,84110,8652.0,-114.0,-1.30%,8796.0,8613.0,9693,838.673
成交金額排行,13,ファーストリテイリング,99830,76220.0,-870.0,-1.13%,76940.0,75440.0,996,759.4561
成交金額排行,14,豊田自動織機,62010,20450.0,0.0,0.00%,20470.0,20440.0,3446,704.7888
成交金額排行,15,三井住友フィナンシャルグループ,83160,7161.0,-6.0,-0.08%,7181.0,7055.0,9570,685.3292
成交金額排行,16,トヨタ自動車,72030,2897.0,-53.0,-1.80%,2923.0,2877.5,23007,666.5186
成交金額排行,17,ＪＸ金属,50160,3770.0,-176.0,-4.46%,3934.0,3707.0,16923,638.031
成交金額排行,18,ＳＵＭＣＯ,34360,3623.0,-121.0,-3.23%,3795.0,3552.0,17366,629.1847
成交金額排行,19,三菱重工業,70110,3945.0,15.0,0.38%,4007.0,3898.0,14576,575.039
成交金額排行,20,ＳＣＲＥＥＮホールディングス,77350,15850.0,-800.0,-4.80%,16795.0,15815.0,3455,547.6809
成交金額排行,21,フェローテック,68900,8920.0,-20.0,-0.22%,9280.0,8580.0,6071,541.5332
成交金額排行,22,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,8563.0,-545.0,-5.98%,9108.0,8455.0,6023,515.7752
成交金額排行,23,信越化学工業,40630,6702.0,-268.0,-3.85%,6840.0,6603.0,7678,514.6399
成交金額排行,24,リクルートホールディングス,60980,12055.0,-300.0,-2.43%,12120.0,11905.0,4119,496.6419
成交金額排行,25,ルネサスエレクトロニクス,67230,3928.0,-271.0,-6.45%,4163.0,3882.0,11628,456.7675
成交金額排行,26,キーエンス,68610,71820.0,-440.0,-0.61%,72100.0,70800.0,618,443.8476
成交金額排行,27,東京海上ホールディングス,87660,8116.0,158.0,1.99%,8155.0,7944.0,4747,385.3071
成交金額排行,28,古河電気工業,58010,3388.0,-125.0,-3.56%,3469.0,3340.0,10763,364.6538
成交金額排行,29,日本製鉄,54010,616.9,9.1,1.50%,620.6,601.2,58130,358.6064
成交金額排行,30,三菱商事,80580,4918.0,2.0,0.04%,4972.0,4883.0,7225,355.3353
成交金額排行,31,ＩＨＩ,70130,2878.5,-10.5,-0.36%,2963.0,2864.0,12231,352.0751
成交金額排行,32,ソニーグループ,67580,3409.0,-36.0,-1.04%,3433.0,3360.0,10286,350.677
成交金額排行,33,日立製作所,65010,4850.0,-4.0,-0.08%,4873.0,4795.0,7130,345.8487
成交金額排行,34,任天堂,79740,6969.0,-32.0,-0.46%,7025.0,6910.0,4921,342.9863
成交金額排行,35,パナソニック　ホールディングス,67520,3883.0,-133.0,-3.31%,3955.0,3843.0,8822,342.5893
成交金額排行,36,ファナック,69540,6624.0,-314.0,-4.53%,6860.0,6577.0,4740,314.0372
成交金額排行,37,安川電機,65060,5117.0,-218.0,-4.09%,5305.0,5078.0,6000,307.0405
成交金額排行,38,日本たばこ産業,29140,6461.0,92.0,1.44%,6481.0,6362.0,4635,299.5126
成交金額排行,39,住友電気工業,58020,2469.0,-43.0,-1.71%,2474.0,2412.0,11978,295.759
成交金額排行,40,川崎重工業,70120,2785.5,4.5,0.16%,2845.5,2761.5,10225,284.8229
成交金額排行,41,ＮＴＴ,94320,151.3,1.6,1.07%,151.3,149.2,183169,277.1361
成交金額排行,42,三井物産,80310,4966.0,-4.0,-0.08%,5018.0,4931.0,5354,265.9243
成交金額排行,43,ダイキン工業,63670,23880.0,-235.0,-0.97%,24100.0,23720.0,1112,265.7366
成交金額排行,44,ＩＮＰＥＸ,16050,3761.0,64.0,1.73%,3761.0,3691.0,6774,254.7814
成交金額排行,45,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4898.0,25.0,0.51%,4898.0,4781.0,4857,237.9399
成交金額排行,46,三井金属,57060,31910.0,-1990.0,-5.87%,33660.0,31380.0,722,230.6774
成交金額排行,47,ＴＤＫ,67620,3021.0,-95.0,-3.05%,3097.0,2982.5,7571,228.7411
成交金額排行,48,りそなホールディングス,83080,2365.5,15.5,0.66%,2389.0,2318.0,9381,221.9241
成交金額排行,49,セブン＆アイ・ホールディングス,33820,2146.0,66.0,3.17%,2157.5,2066.5,10268,220.3534
成交金額排行,50,ＫＯＡ,69990,2782.0,288.0,11.55%,2922.0,2606.0,7739,215.3101
成交金額排行,51,レゾナック・ホールディングス,40040,14505.0,-890.0,-5.78%,15265.0,14335.0,1455,211.0623
成交金額排行,52,住友金属鉱山,57130,7460.0,-442.0,-5.59%,7722.0,7405.0,2824,210.7301
成交金額排行,53,中外製薬,45190,7416.0,204.0,2.83%,7509.0,7229.0,2827,209.68
成交金額排行,54,第一ライフグループ,87500,1925.0,19.5,1.02%,1925.0,1881.0,10758,207.0934
成交金額排行,55,武田薬品工業,45020,5648.0,143.0,2.60%,5648.0,5521.0,3633,205.1975
成交金額排行,56,伊藤忠商事,80010,1957.5,-13.5,-0.68%,1972.5,1950.0,10192,199.5084
成交金額排行,57,日本郵船,91010,5946.0,129.0,2.22%,5972.0,5747.0,3281,195.1002
成交金額排行,58,サンリオ,81360,1159.5,16.5,1.44%,1171.0,1117.5,16744,194.1502
成交金額排行,59,ゆうちょ銀行,71820,3442.0,-5.0,-0.15%,3465.0,3383.0,5613,193.1995
成交金額排行,60,ＫＤＤＩ,94330,2922.5,52.0,1.81%,2927.0,2840.5,6594,192.7301
成交金額排行,61,三菱電機,65030,5650.0,-96.0,-1.67%,5686.0,5586.0,3355,189.5688
成交金額排行,62,丸紅,80020,5370.0,-14.0,-0.26%,5422.0,5320.0,3407,182.9666
成交金額排行,63,ローム,69630,4688.0,-175.0,-3.60%,4875.0,4614.0,3868,181.3318
