排行類型,名次,名稱,代號,股價,漲跌,漲跌幅(%),最高,最低,成交量(千股),成交金額(億日圓)
成交量排行,42,伊藤忠商事,80010,1888.5,2.5,0.13%,1928.5,1880.0,9794,184.9654
成交量排行,43,三井住友フィナンシャルグループ,83160,6672.0,99.0,1.51%,6685.0,6583.0,9409,627.7752
成交量排行,44,住友商事,80530,1575.0,-9.0,-0.57%,1619.5,1570.0,9399,148.0453
成交量排行,45,三井不動産,88010,1540.0,28.0,1.85%,1567.0,1529.5,9168,141.1872
成交量排行,46,イビデン,40620,23345.0,-75.0,-0.32%,23545.0,20900.0,8723,2036.4777
成交量排行,47,インフォマート,24920,479.0,79.0,19.75%,480.0,432.0,8572,41.0623
成交量排行,48,パン・パシフィック・インターナショナルホールディングス,75320,818.3,-2.4,-0.29%,847.6,815.1,8524,69.7593
成交量排行,49,りそなホールディングス,83080,2245.5,48.5,2.21%,2249.0,2185.0,8456,189.884
成交量排行,50,第一ライフグループ,87500,1843.0,18.5,1.01%,1864.5,1819.0,8334,153.6011
成交量排行,51,アドバンテスト,68570,29345.0,530.0,1.84%,29385.0,27665.0,7931,2327.44
成交量排行,52,ＫＤＤＩ,94330,2702.5,-21.0,-0.77%,2772.0,2702.5,7894,213.3543
成交量排行,53,野村ホールディングス,86040,1471.5,13.5,0.93%,1474.5,1452.0,7889,116.091
成交量排行,54,大黒屋ホールディングス,69930,84.0,-1.0,-1.18%,89.0,83.0,7765,6.5228
成交量排行,55,三菱商事,80580,4457.0,72.0,1.64%,4574.0,4455.0,7471,333.0048
成交量排行,56,日本電気,67010,4168.0,-32.0,-0.76%,4307.0,4125.0,7247,302.0925
成交量排行,57,みずほフィナンシャルグループ,84110,8078.0,105.0,1.32%,8083.0,7907.0,6936,560.3305
成交量排行,58,富士通,67020,3326.0,-18.0,-0.54%,3444.0,3283.0,6790,225.8653
成交量排行,59,ＳＨＩＦＴ,36970,708.5,23.6,3.45%,738.0,692.6,6735,47.7189
成交量排行,60,信越化学工業,40630,6958.0,-66.0,-0.94%,6993.0,6789.0,6711,467.014
成交量排行,61,三菱自動車工業,72110,333.8,4.9,1.49%,334.6,327.5,6689,22.3296
成交量排行,62,リベルタ,49350,360.0,52.0,16.88%,360.0,300.0,6598,23.7535
成交量排行,63,三井物産,80310,4600.0,49.0,1.08%,4711.0,4571.0,6593,303.3056
成交量排行,64,ＪＦＥホールディングス,54110,1600.0,29.0,1.85%,1612.5,1585.0,6429,102.8768
成交量排行,65,良品計画,74530,3615.0,105.0,2.99%,3729.0,3600.0,6416,231.9456
成交量排行,66,デンソー,69020,1955.5,23.0,1.19%,1981.5,1941.0,6387,124.9134
成交量排行,67,丸紅,80020,4963.0,157.0,3.27%,4984.0,4837.0,6310,313.1901
成交量排行,68,マネックスグループ,86980,690.0,12.0,1.77%,694.0,683.0,6242,43.0705
成交量排行,69,パーソルホールディングス,21810,254.2,2.1,0.83%,257.4,253.4,6159,15.6564
成交量排行,70,マツダ,72610,1140.0,26.5,2.38%,1142.5,1112.0,6111,69.6688
成交量排行,71,京セラ,69710,3916.0,29.0,0.75%,3959.0,3783.0,6009,235.3242
成交量排行,72,サイバーエージェント,47510,1459.0,31.0,2.17%,1499.5,1446.5,6008,87.664
成交量排行,73,テルモ,45430,2258.0,43.5,1.96%,2364.5,2258.0,5994,135.3536
成交量排行,74,ゆうちょ銀行,71820,3230.0,82.0,2.60%,3230.0,3156.0,5814,187.8213
成交量排行,75,三菱ケミカルグループ,41880,1163.0,33.5,2.97%,1175.5,1126.5,5744,66.8062
成交量排行,76,セブン＆アイ・ホールディングス,33820,2024.0,24.0,1.20%,2052.0,2024.0,5696,115.3053
成交量排行,77,ヤマハ発動機,72720,1249.0,15.5,1.26%,1260.0,1238.0,5638,70.4236
成交量排行,78,ＪＮグループ,66340,83.0,16.0,23.88%,88.0,68.0,5591,4.641
成交量排行,79,ニデック,65940,2787.0,109.0,4.07%,2812.0,2638.0,5546,154.581
成交量排行,80,ＡＲＣＨＩＯＮ,543A0,313.0,15.0,5.03%,313.0,298.0,5351,16.7496
成交量排行,81,アサヒグループホールディングス,25020,1553.0,9.0,0.58%,1586.0,1553.0,5292,82.1879
成交量排行,82,三井ハイテック,69660,1095.0,91.0,9.06%,1095.0,977.0,5251,57.5017
成交量排行,83,安川電機,65060,7479.0,537.0,7.74%,7479.0,6711.0,5230,391.1816
成交量排行,84,日本たばこ産業,29140,6057.0,-32.0,-0.53%,6207.0,6046.0,5202,315.1033
成交量排行,85,アステラス製薬,45030,2152.0,12.5,0.58%,2191.0,2144.5,5173,111.3337
成交量排行,86,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4454.0,59.0,1.34%,4461.0,4401.0,5164,230.0357
成交量排行,87,アシックス,79360,4624.0,150.0,3.35%,4639.0,4489.0,5136,237.5025
成交量排行,88,富士フイルムホールディングス,49010,3621.0,107.0,3.04%,3623.0,3522.0,5042,182.5744
成交量排行,89,東京海上ホールディングス,87660,7584.0,73.0,0.97%,7687.0,7546.0,4994,378.7753
成交量排行,90,旭化成,34070,1849.0,65.5,3.67%,1849.0,1775.0,4990,92.2743
成交量排行,91,オリエンタルランド,46610,2543.5,38.5,1.54%,2582.5,2538.0,4980,126.6739
成交量排行,92,日東紡績,31100,3625.0,-10.0,-0.28%,3660.0,3395.0,4942,179.1475
成交量排行,93,ＥＮＥＯＳホールディングス,50200,1221.0,1.5,0.12%,1237.0,1216.5,4827,58.9487
成交量排行,94,ラウンドワン,46800,1256.5,65.5,5.50%,1281.0,1190.0,4746,59.636
成交量排行,95,東京エレクトロン,80350,73200.0,260.0,0.36%,73830.0,68970.0,4678,3424.8084
成交量排行,96,ＵＴグループ,21460,177.0,2.0,1.14%,178.0,175.0,4672,8.2701
成交量排行,97,セブン銀行,84100,288.8,1.1,0.38%,291.5,288.5,4566,13.1883
成交量排行,98,ファナック,69540,7439.0,230.0,3.19%,7468.0,6994.0,4447,330.8421
成交量排行,99,ＲｅＹｕｕ　Ｊａｐａｎ,94250,261.0,51.0,24.29%,262.0,200.0,4389,11.4556
成交量排行,100,メディアリンクス,66590,58.0,1.0,1.75%,58.0,54.0,4389,2.5459
漲幅排行,1,ＲｅＹｕｕ　Ｊａｐａｎ,94250,261.0,51.0,24.29%,262.0,200.0,4389,11.4556
漲幅排行,2,ＪＮグループ,66340,83.0,16.0,23.88%,88.0,68.0,5591,4.641
漲幅排行,3,インフォマート,24920,479.0,79.0,19.75%,480.0,432.0,8572,41.0623
漲幅排行,4,トーシンホールディングス,94440,259.0,39.0,17.73%,279.0,217.0,598,1.5491
漲幅排行,5,リベルタ,49350,360.0,52.0,16.88%,360.0,300.0,6598,23.7535
漲幅排行,6,電通総研,48120,2732.0,367.0,15.52%,2760.0,2636.0,2677,73.1602
漲幅排行,7,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,12000.0,1570.0,15.05%,12000.0,9706.0,14224,1706.964
漲幅排行,8,カーリット,42750,2570.0,323.0,14.37%,2575.0,2235.0,498,12.8192
漲幅排行,9,ローム,69630,5950.0,739.0,14.18%,5950.0,5206.0,10113,601.7414
漲幅排行,10,岡野バルブ製造,64920,21350.0,2630.0,14.05%,21650.0,18730.0,90,19.2577
漲幅排行,11,太洋物産,99410,1630.0,199.0,13.91%,1731.0,1451.0,1234,20.1256
漲幅排行,12,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,34450,8450.0,890.0,11.77%,8450.0,7150.0,454,38.3968
漲幅排行,13,ＳＵＭＣＯ,34360,5094.0,517.0,11.30%,5100.0,4119.0,24518,1248.9622
漲幅排行,14,テリロジーホールディングス,51330,310.0,31.0,11.11%,320.0,300.0,682,2.1164
漲幅排行,15,芝浦メカトロニクス,65900,5980.0,580.0,10.74%,5980.0,4940.0,4049,242.1601
漲幅排行,16,オーエスジー,61360,4101.0,379.0,10.18%,4101.0,3751.0,1352,55.4783
漲幅排行,17,インスペック,66560,1321.0,119.0,9.90%,1370.0,1172.0,292,3.8573
漲幅排行,18,Ｌｉｎｋ−Ｕグループ,44460,925.0,82.0,9.73%,991.0,815.0,1684,15.5816
漲幅排行,19,キオクシアホールディングス,285A0,83300.0,7040.0,9.23%,84390.0,67190.0,56815,47327.3115
漲幅排行,20,三井ハイテック,69660,1095.0,91.0,9.06%,1095.0,977.0,5251,57.5017
漲幅排行,21,ＴＶＥ,64660,5000.0,415.0,9.05%,5060.0,4550.0,40,2.035
漲幅排行,22,櫻護謨,51890,3385.0,280.0,9.02%,3385.0,3110.0,5,0.1997
漲幅排行,23,ＨＯＤＬ１,23450,122.0,10.0,8.93%,122.0,111.0,243,0.2965
漲幅排行,24,エンシュウ,62180,693.0,56.0,8.79%,693.0,637.0,39,0.271
漲幅排行,25,マルマエ,62640,2962.0,239.0,8.78%,2962.0,2554.0,1443,42.7594
漲幅排行,26,ハーモニック・ドライブ・システムズ,63240,8840.0,710.0,8.73%,8840.0,7470.0,4155,367.3816
漲幅排行,27,ナブテスコ,62680,5655.0,439.0,8.42%,5655.0,5175.0,1651,93.3697
漲幅排行,28,日本ケミコン,69970,5570.0,430.0,8.37%,5600.0,4745.0,1361,75.8244
漲幅排行,29,アイサンテクノロジー,46670,2170.0,164.0,8.18%,2170.0,2005.0,42,0.9309
漲幅排行,30,愛三工業,72830,2147.0,162.0,8.16%,2163.0,2004.0,678,14.5695
漲幅排行,31,日本電波工業,67790,3750.0,280.0,8.07%,3795.0,3255.0,1289,48.345
漲幅排行,32,日本ギア工業,63560,1647.0,120.0,7.86%,1668.0,1521.0,487,8.0209
漲幅排行,33,ピクセラ,67310,124.0,9.0,7.83%,127.0,112.0,935,1.1596
漲幅排行,34,ナガホリ,81390,2303.0,167.0,7.82%,2303.0,2106.0,40,0.9304
漲幅排行,35,中北製作所,64960,5320.0,385.0,7.80%,5330.0,4940.0,17,0.9523
漲幅排行,36,広栄化学,43670,2749.0,198.0,7.76%,2755.0,2601.0,24,0.6763
漲幅排行,37,東洋紡,31010,1741.0,125.0,7.74%,1745.0,1611.0,908,15.8239
漲幅排行,38,安川電機,65060,7479.0,537.0,7.74%,7479.0,6711.0,5230,391.1816
漲幅排行,39,不二越,64740,6430.0,460.0,7.71%,6430.0,5950.0,156,10.0565
漲幅排行,40,ボルテージ,36390,231.0,16.0,7.44%,233.0,217.0,28,0.0665
漲幅排行,41,北陸電気工業,69890,2749.0,190.0,7.42%,2749.0,2600.0,15,0.4343
漲幅排行,42,プラスアルファ・コンサルティング,40710,2906.0,196.0,7.23%,2908.0,2753.0,531,15.4454
漲幅排行,43,ＺＯＡ,33750,1804.0,120.0,7.13%,1804.0,1684.0,0,0.0108
漲幅排行,44,ＹＥ　ＤＩＧＩＴＡＬ,23540,846.0,56.0,7.09%,848.0,801.0,335,2.8366
漲幅排行,45,ＭＥＲＦ,31680,1300.0,85.0,7.00%,1310.0,1196.0,106,1.3806
漲幅排行,46,石井表記,63360,1899.0,121.0,6.81%,1960.0,1685.0,273,5.1862
漲幅排行,47,ユーピーアール,70650,1071.0,68.0,6.78%,1071.0,1013.0,34,0.3663
漲幅排行,48,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,38230,32.0,2.0,6.67%,32.0,30.0,940,0.3008
漲幅排行,49,日本ビジネスシステムズ,50360,1618.0,101.0,6.66%,1626.0,1551.0,278,4.5061
漲幅排行,50,ＩＭＶ,77600,2722.0,169.0,6.62%,2722.0,2497.0,145,3.9687
漲幅排行,51,ジャパンエンジンコーポレーション,60160,8290.0,510.0,6.56%,8290.0,7850.0,115,9.5998
漲幅排行,52,菊池製作所,34440,1200.0,73.0,6.48%,1234.0,1101.0,309,3.7128
漲幅排行,53,ナカボーテック,17870,5700.0,340.0,6.34%,5700.0,5450.0,2,0.1254
漲幅排行,54,新コスモス電機,68240,5790.0,340.0,6.24%,5860.0,5350.0,31,1.8412
漲幅排行,55,住友化学,40050,554.0,32.2,6.17%,563.7,546.9,21962,121.6739
漲幅排行,56,前澤化成工業,79250,1926.0,111.0,6.12%,1951.0,1782.0,91,1.7623
漲幅排行,57,宝ホールディングス,25310,2114.0,122.0,6.12%,2120.5,2008.0,1243,26.2812
漲幅排行,58,日本アビオニクス,69460,5430.0,310.0,6.05%,5430.0,5080.0,158,8.6228
漲幅排行,59,スカパーＪＳＡＴ,94120,2766.0,156.0,5.98%,2783.0,2645.0,3303,91.3859
漲幅排行,60,ダイニチ工業,59510,1242.0,69.0,5.88%,1242.0,1174.0,51,0.6409
漲幅排行,61,第一工業製薬,44610,12880.0,710.0,5.83%,12880.0,11690.0,120,15.456
漲幅排行,62,北川精機,63270,8210.0,450.0,5.80%,8210.0,6520.0,1312,107.7316
漲幅排行,63,アサカ理研,57240,2681.0,146.0,5.76%,2681.0,2522.0,55,1.4826
漲幅排行,64,古野電気,68140,6150.0,330.0,5.67%,6200.0,5810.0,384,23.6222
漲幅排行,65,大水,75380,374.0,20.0,5.65%,375.0,355.0,12,0.0475
漲幅排行,66,ＴＯＫＹＯ　ＢＡＳＥ,34150,356.0,19.0,5.64%,368.0,348.0,2015,7.1745
漲幅排行,67,アドソル日進,38370,1459.0,77.0,5.57%,1470.0,1403.0,140,2.047
漲幅排行,68,木村工機,62310,12350.0,650.0,5.56%,12350.0,11640.0,20,2.4823
漲幅排行,69,フューチャー,47220,1677.0,88.0,5.54%,1702.0,1648.0,392,6.5772
漲幅排行,70,ジェイテックコーポレーション,34460,1873.0,98.0,5.52%,1873.0,1769.0,30,0.5694
漲幅排行,71,ラウンドワン,46800,1256.5,65.5,5.50%,1281.0,1190.0,4746,59.636
漲幅排行,72,寺崎電気産業,66370,3665.0,190.0,5.47%,3690.0,3495.0,39,1.4293
漲幅排行,73,住友精化,40080,1376.0,71.0,5.44%,1384.0,1307.0,289,3.9849
漲幅排行,74,住友金属鉱山,57130,7930.0,409.0,5.44%,7969.0,7581.0,3730,295.789
漲幅排行,75,ダブル・スコープ,66190,195.0,10.0,5.41%,195.0,182.0,2364,4.6098
漲幅排行,76,フジコピアン,79570,1785.0,91.0,5.37%,1799.0,1690.0,7,0.1321
漲幅排行,77,宮入バルブ製作所,64950,139.0,7.0,5.30%,139.0,131.0,165,0.2305
漲幅排行,78,シンクロ・フード,39630,322.0,16.0,5.23%,324.0,306.0,137,0.4427
漲幅排行,79,イワキ,62370,4150.0,205.0,5.20%,4180.0,3910.0,191,7.9514
漲幅排行,80,ハイパー,30540,244.0,12.0,5.17%,247.0,231.0,16,0.039
漲幅排行,81,黒田グループ,287A0,1101.0,54.0,5.16%,1107.0,1035.0,1192,13.1272
漲幅排行,82,松尾電機,69690,1335.0,65.0,5.12%,1335.0,1224.0,73,0.9839
漲幅排行,83,北陸瓦斯,95370,4230.0,205.0,5.09%,4230.0,4050.0,1,0.0592
漲幅排行,84,ローツェ,63230,4940.0,239.0,5.08%,4945.0,4331.0,2099,103.7005
漲幅排行,85,テラプローブ,66270,13880.0,670.0,5.07%,13880.0,12360.0,139,19.3626
漲幅排行,86,デクセリアルズ,49800,4298.0,207.0,5.06%,4327.0,3971.0,2429,104.4113
漲幅排行,87,ＡＲＣＨＩＯＮ,543A0,313.0,15.0,5.03%,313.0,298.0,5351,16.7496
漲幅排行,88,アツギ,35290,1109.0,53.0,5.02%,1118.0,1044.0,167,1.8576
漲幅排行,89,ＦＩＧ,43920,1171.0,56.0,5.02%,1185.0,1094.0,1002,11.744
漲幅排行,90,エスクリプトエナジー,57210,63.0,3.0,5.00%,63.0,59.0,1051,0.6627
漲幅排行,91,プリモグローバルホールディングス,367A0,3090.0,146.0,4.96%,3090.0,2961.0,52,1.6099
漲幅排行,92,三和油化工業,41250,3195.0,150.0,4.93%,3200.0,3005.0,24,0.7764
漲幅排行,93,黒田精工,77260,1469.0,69.0,4.93%,1469.0,1370.0,28,0.4216
漲幅排行,94,ＳＣＲＥＥＮホールディングス,77350,18940.0,885.0,4.90%,18945.0,16920.0,4140,784.2486
漲幅排行,95,ダイハツインフィニアース,60230,2747.0,128.0,4.89%,2747.0,2621.0,154,4.2414
漲幅排行,96,日本タングステン,69980,2089.0,97.0,4.87%,2098.0,1983.0,35,0.7437
漲幅排行,97,メルカリ,43850,4392.0,203.0,4.85%,4401.0,4263.0,2386,104.8326
漲幅排行,98,ＹＫＴ,26930,369.0,17.0,4.83%,369.0,348.0,192,0.7092
漲幅排行,99,帝人,34010,1718.5,79.0,4.82%,1734.0,1654.5,1585,27.2468
漲幅排行,100,プロシップ,37630,1791.0,82.0,4.80%,1798.0,1730.0,62,1.1247
成交金額排行,1,キオクシアホールディングス,285A0,83300.0,7040.0,9.23%,84390.0,67190.0,56815,47327.3115
成交金額排行,2,太陽誘電,69760,20560.0,160.0,0.78%,21030.0,18010.0,25081,5156.777
成交金額排行,3,東京エレクトロン,80350,73200.0,260.0,0.36%,73830.0,68970.0,4678,3424.8084
成交金額排行,4,ソフトバンクグループ,99840,6169.0,-26.0,-0.42%,6169.0,5831.0,52377,3231.1803
成交金額排行,5,村田製作所,69810,11080.0,205.0,1.89%,11080.0,9951.0,24232,2684.961
成交金額排行,6,アドバンテスト,68570,29345.0,530.0,1.84%,29385.0,27665.0,7931,2327.44
成交金額排行,7,フジクラ,58030,5358.0,-10.0,-0.19%,5379.0,5006.0,42677,2286.6604
成交金額排行,8,イビデン,40620,23345.0,-75.0,-0.32%,23545.0,20900.0,8723,2036.4777
成交金額排行,9,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,12000.0,1570.0,15.05%,12000.0,9706.0,14224,1706.964
成交金額排行,10,レーザーテック,69200,47650.0,-90.0,-0.19%,47650.0,44340.0,2970,1415.348
成交金額排行,11,ＳＵＭＣＯ,34360,5094.0,517.0,11.30%,5100.0,4119.0,24518,1248.9622
成交金額排行,12,ディスコ,61460,76590.0,-270.0,-0.35%,76910.0,72750.0,1572,1204.3012
成交金額排行,13,古河電気工業,58010,4000.0,24.0,0.60%,4015.0,3711.0,23593,943.72
成交金額排行,14,ＪＸ金属,50160,4085.0,37.0,0.91%,4109.0,3886.0,22912,935.9715
成交金額排行,15,ファーストリテイリング,99830,84500.0,2180.0,2.65%,85850.0,83000.0,1033,873.054
成交金額排行,16,三井金属,57060,38740.0,490.0,1.28%,38860.0,36190.0,2185,846.469
成交金額排行,17,三菱ＵＦＪフィナンシャル・グループ,83060,3326.0,20.0,0.60%,3337.0,3298.0,24679,820.8302
成交金額排行,18,ＳＣＲＥＥＮホールディングス,77350,18940.0,885.0,4.90%,18945.0,16920.0,4140,784.2486
成交金額排行,19,ソニーグループ,67580,3380.0,50.0,1.50%,3497.0,3364.0,22702,767.3479
成交金額排行,20,パナソニック　ホールディングス,67520,4522.0,-25.0,-0.55%,4544.0,4362.0,16061,726.3101
成交金額排行,21,任天堂,79740,7132.0,-5.0,-0.07%,7477.0,7132.0,10058,717.3366
成交金額排行,22,豊田自動織機,62010,20450.0,0.0,0.00%,20470.0,20440.0,3446,704.7888
成交金額排行,23,住友電気工業,58020,2664.0,-24.5,-0.91%,2688.0,2509.0,25597,681.9067
成交金額排行,24,トヨタ自動車,72030,2828.0,35.0,1.25%,2856.5,2813.0,23428,662.5636
成交金額排行,25,三井住友フィナンシャルグループ,83160,6672.0,99.0,1.51%,6685.0,6583.0,9409,627.7752
成交金額排行,26,ルネサスエレクトロニクス,67230,4820.0,-22.0,-0.45%,4841.0,4457.0,12933,623.3802
成交金額排行,27,ローム,69630,5950.0,739.0,14.18%,5950.0,5206.0,10113,601.7414
成交金額排行,28,三菱重工業,70110,3792.0,4.0,0.11%,3899.0,3766.0,15350,582.0872
成交金額排行,29,みずほフィナンシャルグループ,84110,8078.0,105.0,1.32%,8083.0,7907.0,6936,560.3305
成交金額排行,30,レゾナック・ホールディングス,40040,17500.0,-400.0,-2.23%,17615.0,16400.0,3191,558.46
成交金額排行,31,リクルートホールディングス,60980,11920.0,290.0,2.49%,12195.0,11820.0,3942,469.9818
成交金額排行,32,信越化学工業,40630,6958.0,-66.0,-0.94%,6993.0,6789.0,6711,467.014
成交金額排行,33,日立製作所,65010,4615.0,-54.0,-1.16%,4713.0,4571.0,9892,456.5296
成交金額排行,34,ＴＤＫ,67620,3699.0,39.0,1.07%,3736.0,3514.0,11208,414.6098
成交金額排行,35,ＩＨＩ,70130,2869.5,68.0,2.43%,2879.0,2741.0,13751,394.6022
成交金額排行,36,ＮＴＴ,94320,146.1,0.0,0.00%,148.4,146.1,269766,394.1286
成交金額排行,37,安川電機,65060,7479.0,537.0,7.74%,7479.0,6711.0,5230,391.1816
成交金額排行,38,川崎重工業,70120,2820.0,55.0,1.99%,2864.0,2756.0,13684,385.9001
成交金額排行,39,東京海上ホールディングス,87660,7584.0,73.0,0.97%,7687.0,7546.0,4994,378.7753
成交金額排行,40,キーエンス,68610,80300.0,-100.0,-0.12%,80390.0,78130.0,468,375.8843
成交金額排行,41,第一三共,45680,2649.5,8.5,0.32%,2722.0,2638.5,13927,369.0144
成交金額排行,42,ハーモニック・ドライブ・システムズ,63240,8840.0,710.0,8.73%,8840.0,7470.0,4155,367.3816
成交金額排行,43,ソシオネクスト,65260,2874.0,106.5,3.85%,2878.0,2588.5,12212,350.9901
成交金額排行,44,ダイキン工業,63670,25695.0,590.0,2.35%,25700.0,25050.0,1311,336.9642
成交金額排行,45,三菱商事,80580,4457.0,72.0,1.64%,4574.0,4455.0,7471,333.0048
成交金額排行,46,ＳＭＣ,62730,75800.0,3120.0,4.29%,76280.0,71140.0,438,332.6862
成交金額排行,47,ファナック,69540,7439.0,230.0,3.19%,7468.0,6994.0,4447,330.8421
成交金額排行,48,日本たばこ産業,29140,6057.0,-32.0,-0.53%,6207.0,6046.0,5202,315.1033
成交金額排行,49,丸紅,80020,4963.0,157.0,3.27%,4984.0,4837.0,6310,313.1901
成交金額排行,50,三井物産,80310,4600.0,49.0,1.08%,4711.0,4571.0,6593,303.3056
成交金額排行,51,日本電気,67010,4168.0,-32.0,-0.76%,4307.0,4125.0,7247,302.0925
成交金額排行,52,住友金属鉱山,57130,7930.0,409.0,5.44%,7969.0,7581.0,3730,295.789
成交金額排行,53,本田技研工業,72670,1550.0,23.0,1.51%,1562.0,1521.5,18232,282.5976
成交金額排行,54,ＨＯＹＡ,77410,25930.0,340.0,1.33%,26190.0,25565.0,991,257.096
成交金額排行,55,三菱電機,65030,5944.0,31.0,0.52%,5968.0,5795.0,4126,245.2673
成交金額排行,56,サンリオ,81360,1087.5,-24.5,-2.20%,1103.0,1066.0,22529,245.004
成交金額排行,57,芝浦メカトロニクス,65900,5980.0,580.0,10.74%,5980.0,4940.0,4049,242.1601
成交金額排行,58,味の素,28020,6167.0,125.0,2.07%,6189.0,5947.0,3851,237.5097
成交金額排行,59,アシックス,79360,4624.0,150.0,3.35%,4639.0,4489.0,5136,237.5025
成交金額排行,60,京セラ,69710,3916.0,29.0,0.75%,3959.0,3783.0,6009,235.3242
成交金額排行,61,良品計画,74530,3615.0,105.0,2.99%,3729.0,3600.0,6416,231.9456
成交金額排行,62,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4454.0,59.0,1.34%,4461.0,4401.0,5164,230.0357
成交金額排行,63,富士通,67020,3326.0,-18.0,-0.54%,3444.0,3283.0,6790,225.8653
成交金額排行,64,武田薬品工業,45020,5359.0,85.0,1.61%,5515.0,5355.0,4074,218.3364
