排行類型,名次,名稱,代號,股價,漲跌,漲跌幅(%),最高,最低,成交量(千股),成交金額(億日圓)
成交量排行,58,ＥＮＥＯＳホールディングス,50200,1300.5,57.0,4.58%,1307.0,1273.5,8556,111.2747
成交量排行,59,ソシオネクスト,65260,2472.5,206.5,9.11%,2492.0,2258.0,8457,209.1067
成交量排行,60,ＫＤＤＩ,94330,2881.5,13.5,0.47%,2923.0,2869.5,8409,242.3313
成交量排行,61,アサヒグループホールディングス,25020,1628.5,25.5,1.59%,1657.0,1615.0,8038,130.9021
成交量排行,62,パーソルホールディングス,21810,267.2,1.1,0.41%,270.2,265.3,7969,21.2937
成交量排行,63,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,9000.0,199.0,2.26%,9017.0,8551.0,7873,708.615
成交量排行,64,第一三共,45680,2815.0,24.0,0.86%,2874.0,2800.5,7221,203.2768
成交量排行,65,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4740.0,257.0,5.73%,4740.0,4569.0,7151,338.9858
成交量排行,66,京セラ,69710,3666.0,110.0,3.09%,3666.0,3521.0,6937,254.3288
成交量排行,67,富士通,67020,3309.0,11.0,0.33%,3377.0,3296.0,6898,228.2681
成交量排行,68,三菱ケミカルグループ,41880,1193.0,25.0,2.14%,1200.0,1180.0,6827,81.4545
成交量排行,69,スズキ,72690,2051.0,0.5,0.02%,2078.5,2024.0,6656,136.5289
成交量排行,70,マツダ,72610,1165.5,28.5,2.51%,1169.5,1128.5,6594,76.8601
成交量排行,71,デンソー,69020,1992.5,28.5,1.45%,2006.5,1978.0,6563,130.7738
成交量排行,72,オリエンタルランド,46610,2735.0,5.5,0.20%,2822.0,2721.0,6534,178.724
成交量排行,73,三井物産,80310,4824.0,162.0,3.47%,4848.0,4714.0,6493,313.2513
成交量排行,74,東宝,96020,1435.0,5.0,0.35%,1467.5,1423.0,6403,91.883
成交量排行,75,ファナック,69540,6776.0,139.0,2.09%,6808.0,6473.0,6301,426.9964
成交量排行,76,日本たばこ産業,29140,6425.0,78.0,1.23%,6459.0,6315.0,6242,401.0549
成交量排行,77,ＩＮＰＥＸ,16050,3580.0,179.0,5.26%,3580.0,3495.0,5933,212.4014
成交量排行,78,日本郵政,61780,2418.5,89.5,3.84%,2418.5,2334.5,5770,139.5595
成交量排行,79,資生堂,49110,3213.0,153.0,5.00%,3274.0,3152.0,5709,183.4494
成交量排行,80,東京海上ホールディングス,87660,7874.0,348.0,4.62%,7877.0,7640.0,5639,444.0227
成交量排行,81,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,81050,104.0,5.0,5.05%,105.0,96.0,5487,5.7065
成交量排行,82,武田薬品工業,45020,5555.0,75.0,1.37%,5621.0,5471.0,5394,299.6478
成交量排行,83,信越化学工業,40630,7205.0,48.0,0.67%,7230.0,7086.0,5261,379.1199
成交量排行,84,ローム,69630,4734.0,203.0,4.48%,4785.0,4471.0,5230,247.6119
成交量排行,85,ＵＴグループ,21460,182.0,1.0,0.55%,183.0,180.0,5192,9.45
成交量排行,86,ニデック,65940,2467.0,-15.0,-0.60%,2497.0,2440.0,5170,127.5538
成交量排行,87,ヤマハ発動機,72720,1293.5,20.0,1.57%,1312.5,1275.5,5138,66.46
成交量排行,88,ＳＢＩホールディングス,84730,2814.0,92.5,3.40%,2814.0,2731.0,5110,143.8123
成交量排行,89,ＡＲＣＨＩＯＮ,543A0,301.0,6.0,2.03%,308.0,295.0,4972,14.9666
成交量排行,90,三菱ＨＣキャピタル,85930,1440.0,50.0,3.60%,1444.0,1400.0,4888,70.4002
成交量排行,91,ＪＦＥホールディングス,54110,1739.0,41.5,2.44%,1743.5,1711.5,4887,84.9849
成交量排行,92,リクルートホールディングス,60980,12920.0,100.0,0.78%,12920.0,12500.0,4766,615.793
成交量排行,93,ＨＯＤＬ１,23450,107.0,19.0,21.59%,116.0,94.0,4678,5.006
成交量排行,94,リコー,77520,1529.5,28.5,1.90%,1535.0,1500.0,4667,71.3909
成交量排行,95,めぶきフィナンシャルグループ,71670,1474.5,47.5,3.33%,1474.5,1430.0,4643,68.4743
成交量排行,96,マネックスグループ,86980,757.0,23.0,3.13%,782.0,739.0,4608,34.8833
成交量排行,97,日本電気,67010,4407.0,53.0,1.22%,4497.0,4402.0,4606,202.9864
成交量排行,98,丸紅,80020,5194.0,206.0,4.13%,5194.0,5019.0,4567,237.2411
成交量排行,99,ブリヂストン,51080,3778.0,49.0,1.31%,3809.0,3739.0,4383,165.6237
成交量排行,100,インフォマート,24920,531.0,42.0,8.59%,543.0,489.0,4361,23.159
漲幅排行,1,ＹＥ　ＤＩＧＩＴＡＬ,23540,1359.0,300.0,28.33%,1359.0,1192.0,3960,53.8205
漲幅排行,2,ＨＯＤＬ１,23450,107.0,19.0,21.59%,116.0,94.0,4678,5.006
漲幅排行,3,エックスネット,47620,1990.0,340.0,20.61%,2030.0,1850.0,52,1.0408
漲幅排行,4,キオクシアホールディングス,285A0,61060.0,8950.0,17.18%,61920.0,51370.0,50881,31068.366
漲幅排行,5,シリコンスタジオ,39070,754.0,100.0,15.29%,754.0,674.0,118,0.892
漲幅排行,6,日本抵抗器製作所,69770,1551.0,201.0,14.89%,1623.0,1345.0,25,0.3924
漲幅排行,7,シュッピン,31790,1234.0,138.0,12.59%,1274.0,1165.0,1250,15.4361
漲幅排行,8,三菱製紙,38640,1226.0,134.0,12.27%,1226.0,1093.0,581,7.1341
漲幅排行,9,イビデン,40620,17415.0,1730.0,11.03%,17415.0,15930.0,9174,1597.6869
漲幅排行,10,日本化学工業,40920,5190.0,490.0,10.43%,5270.0,4670.0,397,20.6406
漲幅排行,11,宮崎銀行,83930,2363.0,216.0,10.06%,2376.0,2151.0,546,12.9162
漲幅排行,12,メタプラネット,33500,243.0,22.0,9.95%,246.0,228.0,19884,48.3198
漲幅排行,13,田岡化学工業,41130,819.0,74.0,9.93%,832.0,755.0,176,1.4488
漲幅排行,14,イワブチ,59830,15040.0,1340.0,9.78%,15060.0,14400.0,4,0.7069
漲幅排行,15,ソシオネクスト,65260,2472.5,206.5,9.11%,2492.0,2258.0,8457,209.1067
漲幅排行,16,今村証券,71750,1629.0,134.0,8.96%,1640.0,1550.0,33,0.5408
漲幅排行,17,ジェイホールディングス,27210,147.0,12.0,8.89%,158.0,136.0,707,1.04
漲幅排行,18,三十三フィナンシャルグループ,73220,1932.0,157.0,8.85%,1949.0,1791.0,766,14.8165
漲幅排行,19,インフォマート,24920,531.0,42.0,8.59%,543.0,489.0,4361,23.159
漲幅排行,20,丸八倉庫,93130,1100.0,87.0,8.59%,1135.0,1030.0,27,0.3014
漲幅排行,21,千代田化工建設,63660,690.0,54.0,8.49%,695.0,641.0,3286,22.6748
漲幅排行,22,ヒーハイスト,64330,1082.0,83.0,8.31%,1138.0,999.0,437,4.7337
漲幅排行,23,アストマックス,71620,276.0,21.0,8.24%,276.0,258.0,79,0.2197
漲幅排行,24,テクニスコ,29620,1510.0,115.0,8.24%,1545.0,1341.0,265,4.003
漲幅排行,25,ＮＩＴＴＡＮ,64930,478.0,36.0,8.14%,480.0,449.0,210,1.0081
漲幅排行,26,あいちフィナンシャルグループ,73890,1824.0,137.0,8.12%,1841.0,1700.0,1714,31.2761
漲幅排行,27,リベルタ,49350,280.0,21.0,8.11%,304.0,266.0,4323,12.1069
漲幅排行,28,綜研化学,49720,3600.0,270.0,8.11%,3620.0,3300.0,136,4.9284
漲幅排行,29,澁澤倉庫,93040,2136.0,157.0,7.93%,2144.0,1981.0,524,11.2076
漲幅排行,30,富山第一銀行,71840,2897.0,212.0,7.90%,2938.0,2698.0,403,11.6807
漲幅排行,31,日機装,63760,4120.0,300.0,7.85%,4155.0,3880.0,607,25.0331
漲幅排行,32,湖北工業,65240,4565.0,330.0,7.79%,4605.0,4235.0,258,11.7823
漲幅排行,33,アドバンテスト,68570,29630.0,2125.0,7.73%,29825.0,27530.0,10348,3066.1717
漲幅排行,34,ダントーホールディングス,53370,879.0,63.0,7.72%,879.0,817.0,31,0.2795
漲幅排行,35,イワキ,62370,4745.0,340.0,7.72%,4785.0,4405.0,130,6.178
漲幅排行,36,住友金属鉱山,57130,7317.0,523.0,7.70%,7317.0,6923.0,3275,239.6318
漲幅排行,37,ＫＬａｂ,36560,215.0,15.0,7.50%,217.0,197.0,3674,7.9006
漲幅排行,38,石井表記,63360,1776.0,122.0,7.38%,1832.0,1646.0,129,2.291
漲幅排行,39,石原産業,40280,2984.0,203.0,7.30%,3040.0,2812.0,607,18.1308
漲幅排行,40,オルガノ,63680,15435.0,1050.0,7.30%,15465.0,14450.0,294,45.4561
漲幅排行,41,三陽商会,80110,4495.0,305.0,7.28%,4520.0,4240.0,56,2.5307
漲幅排行,42,三井海洋開発,62690,10180.0,688.0,7.25%,10270.0,9625.0,491,50.0652
漲幅排行,43,百十四銀行,83860,2817.0,189.0,7.19%,2838.0,2656.0,668,18.8401
漲幅排行,44,沖電気工業,67030,3280.0,220.0,7.19%,3325.0,3100.0,753,24.6984
漲幅排行,45,日本マイクロニクス,68710,14970.0,1000.0,7.16%,15090.0,13840.0,1009,151.182
漲幅排行,46,大分銀行,83920,2618.0,175.0,7.16%,2648.0,2451.0,436,11.4302
漲幅排行,47,Ｓｐｅｅｅ,44990,2187.0,146.0,7.15%,2213.0,2051.0,125,2.7338
漲幅排行,48,オルトプラス,36720,30.0,2.0,7.14%,30.0,28.0,265,0.0798
漲幅排行,49,ｕｎｂａｎｋｅｄ,87460,105.0,7.0,7.14%,108.0,101.0,207,0.2182
漲幅排行,50,北洋銀行,85240,1193.0,79.0,7.09%,1200.0,1125.0,2412,28.7811
漲幅排行,51,錢高組,18110,8490.0,560.0,7.06%,8500.0,7860.0,5,0.4754
漲幅排行,52,豊田通商,80150,6504.0,428.0,7.04%,6505.0,6159.0,3515,228.6481
漲幅排行,53,トーメンデバイス,27370,16180.0,1060.0,7.01%,16280.0,14910.0,80,13.0249
漲幅排行,54,サンコール,59850,1316.0,86.0,6.99%,1316.0,1222.0,744,9.8029
漲幅排行,55,ＡＩＲＭＡＮ,63640,1997.0,130.0,6.96%,2073.0,1910.0,200,4.008
漲幅排行,56,野村マイクロ・サイエンス,62540,4115.0,265.0,6.88%,4135.0,3820.0,748,30.7802
漲幅排行,57,住友大阪セメント,52320,5728.0,365.0,6.81%,5728.0,5403.0,345,19.7902
漲幅排行,58,東洋エンジニアリング,63300,1870.0,119.0,6.80%,1932.0,1733.0,2451,45.8487
漲幅排行,59,東邦銀行,83460,868.0,55.0,6.77%,875.0,821.0,1398,12.1398
漲幅排行,60,日本電子材料,68550,6360.0,400.0,6.71%,6370.0,5830.0,932,59.3324
漲幅排行,61,東邦亜鉛,57070,813.0,51.0,6.69%,822.0,770.0,363,2.9544
漲幅排行,62,東京精密,77290,18185.0,1130.0,6.63%,18250.0,16770.0,577,104.9638
漲幅排行,63,ホリイフードサービス,30770,922.0,57.0,6.59%,973.0,880.0,73,0.6795
漲幅排行,64,ゆうちょ銀行,71820,3348.0,207.0,6.59%,3348.0,3145.0,9700,324.7861
漲幅排行,65,じもとホールディングス,71610,523.0,32.0,6.52%,523.0,500.0,177,0.9299
漲幅排行,66,山梨中央銀行,83600,6590.0,400.0,6.46%,6680.0,6210.0,247,16.3168
漲幅排行,67,太陽誘電,69760,11745.0,710.0,6.43%,11845.0,10720.0,23646,2777.2227
漲幅排行,68,芝浦メカトロニクス,65900,5360.0,320.0,6.35%,5370.0,5010.0,2149,115.2239
漲幅排行,69,筑波銀行,83380,637.0,38.0,6.34%,637.0,601.0,2165,13.7936
漲幅排行,70,Ａｂａｌａｎｃｅ,38560,504.0,30.0,6.33%,510.0,473.0,105,0.5337
漲幅排行,71,ブックオフグループホールディングス,92780,2638.0,157.0,6.33%,2645.0,2505.0,314,8.286
漲幅排行,72,ほくほくフィナンシャルグループ,83770,7407.0,441.0,6.33%,7407.0,7030.0,545,40.4274
漲幅排行,73,Ｇｕｎｏｓｙ,60470,372.0,22.0,6.29%,378.0,356.0,445,1.6587
漲幅排行,74,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,38230,34.0,2.0,6.25%,35.0,31.0,1759,0.5981
漲幅排行,75,佐賀銀行,83950,5670.0,330.0,6.18%,5710.0,5380.0,61,3.4927
漲幅排行,76,ＫＯＡ,69990,2378.0,138.0,6.16%,2385.0,2233.0,656,15.6211
漲幅排行,77,山王,34410,2768.0,160.0,6.13%,2804.0,2610.0,77,2.1341
漲幅排行,78,前澤化成工業,79250,1926.0,111.0,6.12%,1951.0,1782.0,91,1.7623
漲幅排行,79,滋賀銀行,83660,2697.0,155.0,6.10%,2719.0,2557.0,1586,42.7906
漲幅排行,80,ＡＮＡＰホールディングス,31890,105.0,6.0,6.06%,106.0,100.0,67,0.0713
漲幅排行,81,ＣＣＩグループ,73810,1137.0,65.0,6.06%,1146.0,1061.0,680,7.7384
漲幅排行,82,京葉銀行,85440,2618.0,149.0,6.03%,2623.0,2479.0,514,13.4775
漲幅排行,83,ソフトバンクグループ,99840,5751.0,327.0,6.03%,5789.0,5364.0,51208,2945.0238
漲幅排行,84,ちゅうぎんフィナンシャルグループ,58320,3310.0,188.0,6.02%,3310.0,3149.0,432,14.329
漲幅排行,85,シキノハイテック,66140,900.0,51.0,6.01%,901.0,847.0,14,0.1305
漲幅排行,86,カーリット,42750,2320.0,131.0,5.98%,2340.0,2160.0,190,4.4196
漲幅排行,87,日本食品化工,28920,4545.0,255.0,5.94%,4545.0,4360.0,12,0.5545
漲幅排行,88,ウシオ電機,69250,4048.0,224.0,5.86%,4058.0,3822.0,376,15.2286
漲幅排行,89,トモニホールディングス,86000,961.0,53.0,5.84%,964.0,917.0,757,7.2748
漲幅排行,90,ベクターホールディングス,26560,164.0,9.0,5.81%,164.0,155.0,18,0.03
漲幅排行,91,アバールデータ,69180,3200.0,175.0,5.79%,3215.0,2999.0,37,1.2
漲幅排行,92,ＰＩＬＬＡＲ,64900,9920.0,540.0,5.76%,10000.0,9390.0,173,17.1814
漲幅排行,93,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4740.0,257.0,5.73%,4740.0,4569.0,7151,338.9858
漲幅排行,94,岩手銀行,83450,2176.0,118.0,5.73%,2198.0,2060.0,326,7.1046
漲幅排行,95,池上通信機,67710,665.0,36.0,5.72%,666.0,635.0,32,0.2135
漲幅排行,96,十六フィナンシャルグループ,73800,2444.0,132.0,5.71%,2453.0,2325.0,546,13.3589
漲幅排行,97,大阪チタニウムテクノロジーズ,57260,2621.0,141.0,5.69%,2647.0,2446.0,588,15.4298
漲幅排行,98,ラサ工業,40220,1869.0,100.0,5.65%,1884.0,1800.0,1071,20.0282
漲幅排行,99,七十七銀行,83410,3497.0,186.0,5.62%,3497.0,3336.0,559,19.5657
漲幅排行,100,水戸証券,86220,753.0,40.0,5.61%,764.0,716.0,594,4.4758
成交金額排行,1,キオクシアホールディングス,285A0,61060.0,8950.0,17.18%,61920.0,51370.0,50881,31068.366
成交金額排行,2,アドバンテスト,68570,29630.0,2125.0,7.73%,29825.0,27530.0,10348,3066.1717
成交金額排行,3,ソフトバンクグループ,99840,5751.0,327.0,6.03%,5789.0,5364.0,51208,2945.0238
成交金額排行,4,太陽誘電,69760,11745.0,710.0,6.43%,11845.0,10720.0,23646,2777.2227
成交金額排行,5,村田製作所,69810,8001.0,369.0,4.83%,8046.0,7336.0,34312,2745.3511
成交金額排行,6,東京エレクトロン,80350,66570.0,1470.0,2.26%,66570.0,64200.0,3621,2411.0988
成交金額排行,7,三菱ＵＦＪフィナンシャル・グループ,83060,3580.0,107.0,3.08%,3580.0,3473.0,48029,1719.4418
成交金額排行,8,イビデン,40620,17415.0,1730.0,11.03%,17415.0,15930.0,9174,1597.6869
成交金額排行,9,レーザーテック,69200,42670.0,780.0,1.86%,42810.0,40050.0,3355,1431.9199
成交金額排行,10,フジクラ,58030,4672.0,200.0,4.47%,4707.0,4472.0,29986,1400.974
成交金額排行,11,ファーストリテイリング,99830,80840.0,2000.0,2.54%,81060.0,78270.0,1395,1128.1222
成交金額排行,12,ディスコ,61460,66840.0,2060.0,3.18%,67130.0,63000.0,1686,1127.1898
成交金額排行,13,ＳＵＭＣＯ,34360,3900.0,-14.0,-0.36%,3986.0,3621.0,26885,1048.5306
成交金額排行,14,任天堂,79740,6993.0,-301.0,-4.13%,7060.0,6916.0,13891,971.4466
成交金額排行,15,三井住友フィナンシャルグループ,83160,6951.0,230.0,3.42%,6971.0,6734.0,13806,959.7176
成交金額排行,16,トヨタ自動車,72030,2944.5,45.0,1.55%,2972.0,2893.5,31065,914.7178
成交金額排行,17,三菱重工業,70110,3852.0,171.0,4.65%,3889.0,3717.0,21670,834.74
成交金額排行,18,みずほフィナンシャルグループ,84110,8302.0,372.0,4.69%,8302.0,7924.0,9797,813.3801
成交金額排行,19,ＪＸ金属,50160,3665.0,107.0,3.01%,3681.0,3470.0,20308,744.2992
成交金額排行,20,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,9000.0,199.0,2.26%,9017.0,8551.0,7873,708.615
成交金額排行,21,豊田自動織機,62010,20450.0,0.0,0.00%,20470.0,20440.0,3446,704.7888
成交金額排行,22,ルネサスエレクトロニクス,67230,4035.0,213.0,5.57%,4080.0,3813.0,16862,680.4019
成交金額排行,23,リクルートホールディングス,60980,12920.0,100.0,0.78%,12920.0,12500.0,4766,615.793
成交金額排行,24,ソニーグループ,67580,3458.0,-12.0,-0.35%,3522.0,3442.0,15484,535.4402
成交金額排行,25,日立製作所,65010,4792.0,75.0,1.59%,4832.0,4675.0,11059,529.9617
成交金額排行,26,古河電気工業,58010,3419.0,157.0,4.81%,3429.0,3208.0,15270,522.0813
成交金額排行,27,ＳＣＲＥＥＮホールディングス,77350,16980.0,470.0,2.85%,17070.0,16375.0,2953,501.4194
成交金額排行,28,住友電気工業,58020,2336.5,87.5,3.89%,2340.0,2253.5,21389,499.754
成交金額排行,29,三菱商事,80580,4664.0,217.0,4.88%,4673.0,4513.0,9956,464.3712
成交金額排行,30,パナソニック　ホールディングス,67520,4073.0,80.0,2.00%,4080.0,3911.0,11240,457.8093
成交金額排行,31,東京海上ホールディングス,87660,7874.0,348.0,4.62%,7877.0,7640.0,5639,444.0227
成交金額排行,32,キーエンス,68610,71960.0,1080.0,1.52%,72590.0,70340.0,610,439.4597
成交金額排行,33,安川電機,65060,5119.0,3.0,0.06%,5150.0,4926.0,8574,438.9491
成交金額排行,34,ファナック,69540,6776.0,139.0,2.09%,6808.0,6473.0,6301,426.9964
成交金額排行,35,日本たばこ産業,29140,6425.0,78.0,1.23%,6459.0,6315.0,6242,401.0549
成交金額排行,36,ＴＤＫ,67620,3073.0,105.0,3.54%,3085.0,2936.0,13019,400.0923
成交金額排行,37,信越化学工業,40630,7205.0,48.0,0.67%,7230.0,7086.0,5261,379.1199
成交金額排行,38,ＮＴＴ,94320,151.7,0.6,0.40%,154.2,151.5,249237,378.0933
成交金額排行,39,川崎重工業,70120,2676.0,71.5,2.75%,2700.5,2591.0,13619,364.4551
成交金額排行,40,ＩＨＩ,70130,2780.0,113.5,4.26%,2834.5,2672.5,12349,343.3078
成交金額排行,41,三井金属,57060,31290.0,1310.0,4.37%,31400.0,29335.0,1096,342.9697
成交金額排行,42,ＭＳ＆ＡＤインシュアランスグループホールディングス,87250,4740.0,257.0,5.73%,4740.0,4569.0,7151,338.9858
成交金額排行,43,ゆうちょ銀行,71820,3348.0,207.0,6.59%,3348.0,3145.0,9700,324.7861
成交金額排行,44,三井物産,80310,4824.0,162.0,3.47%,4848.0,4714.0,6493,313.2513
成交金額排行,45,レゾナック・ホールディングス,40040,14580.0,670.0,4.82%,14670.0,14070.0,2123,309.5626
成交金額排行,46,武田薬品工業,45020,5555.0,75.0,1.37%,5621.0,5471.0,5394,299.6478
成交金額排行,47,伊藤忠商事,80010,1946.5,44.0,2.31%,1954.5,1915.0,14432,280.9325
成交金額排行,48,本田技研工業,72670,1557.0,21.5,1.40%,1561.0,1510.0,17780,276.8362
成交金額排行,49,ＨＯＹＡ,77410,25450.0,235.0,0.93%,25630.0,25160.0,1057,269.0829
成交金額排行,50,日本製鉄,54010,598.6,13.0,2.22%,598.6,586.3,43134,258.2007
成交金額排行,51,京セラ,69710,3666.0,110.0,3.09%,3666.0,3521.0,6937,254.3288
成交金額排行,52,ローム,69630,4734.0,203.0,4.48%,4785.0,4471.0,5230,247.6119
成交金額排行,53,ＫＤＤＩ,94330,2881.5,13.5,0.47%,2923.0,2869.5,8409,242.3313
成交金額排行,54,中外製薬,45190,7397.0,72.0,0.98%,7444.0,7246.0,3264,241.4381
成交金額排行,55,住友金属鉱山,57130,7317.0,523.0,7.70%,7317.0,6923.0,3275,239.6318
成交金額排行,56,丸紅,80020,5194.0,206.0,4.13%,5194.0,5019.0,4567,237.2411
成交金額排行,57,オリックス,85910,6502.0,299.0,4.82%,6502.0,6212.0,3598,234.0005
成交金額排行,58,ダイキン工業,63670,24520.0,20.0,0.08%,24700.0,24250.0,941,230.8068
成交金額排行,59,豊田通商,80150,6504.0,428.0,7.04%,6505.0,6159.0,3515,228.6481
成交金額排行,60,富士通,67020,3309.0,11.0,0.33%,3377.0,3296.0,6898,228.2681
成交金額排行,61,りそなホールディングス,83080,2286.0,61.5,2.76%,2286.0,2219.0,9832,224.7801
成交金額排行,62,第一ライフグループ,87500,1877.5,78.5,4.36%,1877.5,1804.0,11598,217.7675
成交金額排行,63,ＳＯＭＰＯホールディングス,86300,6946.0,316.0,4.77%,6958.0,6720.0,3122,216.8541
成交金額排行,64,ＩＮＰＥＸ,16050,3580.0,179.0,5.26%,3580.0,3495.0,5933,212.4014
